Kraj,Rok,Pohlaví,Administrativní a podpůrné činnosti,Doprava a skladování,Informační a komunikační činnosti,"Kulturní, zábavní a rekreační činnosti",Ostatní činnosti,Peněžnictví a pojišťovnictví,"Profesní, vědecké a technické činnosti",Stavebnictví,Těžba a dobývání,"Ubytování, stravování a pohostinství",Velkoobchod a maloob.; opr. mot. vozidel,Veřejná správa a obrana; pov. soc. zabezp.,Vzdělávání,"Výroba a rozvod elektřiny, plynu, tepla",Zdravotní a sociální péče,"Zemědělství, lesnictví a rybářství",Zpracovatelský průmysl,Zásob. vodou; činnosti souvis. s odpady,Činnosti v oblasti nemovitostí
Jihomoravský kraj,1993,M,7157,20834,5098,5315,2799,2034,10958,41035,5448,6331,19487,18699,15160,6123,6505,29286,94721,2008,1840
Jihomoravský kraj,1993,Z,5021,9472,6405,3492,6086,3985,10957,4013,717,9142,24961,12152,26497,2115,21081,17095,64421,629,2726
Jihomoravský kraj,1994,M,7485,23957,4937,3742,2047,2148,12819,46102,3238,5525,23720,21797,15615,6734,7994,21807,90076,3026,1230
Jihomoravský kraj,1994,Z,4711,7792,5845,4114,5642,6079,9217,4771,856,8110,29509,12167,27660,1911,24876,13714,64160,1052,2788
Jihomoravský kraj,1995,M,8186,23944,6520,3298,3328,2630,14471,45097,4450,6367,27128,21527,13420,5873,5737,18564,85296,2515,1238
Jihomoravský kraj,1995,Z,4721,9032,5936,3470,7249,6175,9598,5959,950,7980,28899,11560,31445,2079,22653,13231,62765,1018,1187
Jihomoravský kraj,1996,M,7393,22713,7032,4822,4498,2384,13084,47031,3081,6348,30422,19771,11858,5548,7322,19543,87709,2145,1287
Jihomoravský kraj,1996,Z,4889,9437,4680,3251,6801,6612,9312,4384,710,7793,30637,13607,29969,2564,25176,11986,57045,949,1573
Jihomoravský kraj,1997,M,6849,21055,5617,3676,3393,3440,10932,52438,2948,7853,29805,20190,11988,5683,5967,20201,86961,3238,1574
Jihomoravský kraj,1997,Z,4854,8569,3775,2933,6218,5857,8793,4351,699,9135,35636,13504,27294,2455,24911,10776,57442,1350,1730
Jihomoravský kraj,1998,M,6957,24390,6304,3988,3754,3345,10071,52144,2886,7376,33186,19823,10801,5589,5198,20732,80706,3832,2382
Jihomoravský kraj,1998,Z,4487,8831,4932,3047,7243,6700,7981,4553,0,9870,36839,14406,27174,1296,24822,10308,56007,975,1519
Jihomoravský kraj,1999,M,7566,21875,7635,3893,4008,2685,11662,41745,2073,5817,33097,22321,12741,5782,5225,19043,82847,3771,1681
Jihomoravský kraj,1999,Z,4895,8930,4111,3786,6574,5421,8931,4995,0,8956,34270,16174,29785,1435,27507,8941,52371,1167,1119
Jihomoravský kraj,2000,M,6522,19604,6550,3328,3795,5146,10356,46773,2725,5710,32296,21864,13011,4649,6748,18377,81838,2834,1166
Jihomoravský kraj,2000,Z,5131,7528,4483,2627,7123,5419,9513,5276,0,8109,32775,16098,29201,1386,25402,9474,55045,1305,839
Jihomoravský kraj,2001,M,5600,23202,6522,3728,3790,3621,10230,44365,2316,5588,32381,21381,11943,4668,6110,14812,81479,2524,726
Jihomoravský kraj,2001,Z,4693,6787,4397,2174,8655,6166,8284,4760,0,7928,36146,16407,27267,1271,24235,8187,52627,919,1298
Jihomoravský kraj,2002,M,5877,22900,6618,4070,3167,2385,8723,41089,1609,6338,36380,19001,14995,4633,6030,16407,81776,3515,1457
Jihomoravský kraj,2002,Z,4592,8320,4788,3273,7297,5223,7802,5839,0,8391,37752,13242,26578,1406,26087,8243,49145,944,2725
Jihomoravský kraj,2003,M,6340,24328,7586,3813,2970,3284,9885,45698,1613,5862,34189,18416,11060,5538,5821,14867,81966,2603,2254
Jihomoravský kraj,2003,Z,4976,8476,5276,4415,6549,5038,8572,5801,0,7779,31765,14977,25925,1248,25921,7867,52236,1369,1854
Jihomoravský kraj,2004,M,6500,23104,7360,4765,4735,3587,9658,49427,1862,7692,30427,17187,7807,5078,6644,17409,80626,2607,1639
Jihomoravský kraj,2004,Z,5557,9790,5316,3264,6182,7193,9932,5680,0,8132,32506,11888,26822,2051,28698,7336,46395,1553,1955
Jihomoravský kraj,2005,M,7624,23988,8562,3319,3944,2669,11464,48939,1441,7217,29857,19309,9369,4393,7631,14380,84270,2631,1733
Jihomoravský kraj,2005,Z,5443,8640,4899,2378,6608,7052,9287,4866,0,9164,33453,14368,25377,1929,31004,5472,48045,1612,1089
Jihomoravský kraj,2006,M,7481,24690,8640,4925,3169,3334,10827,49006,2256,6367,31015,18982,10985,4636,4982,12377,85115,3158,1790
Jihomoravský kraj,2006,Z,5289,7484,4485,3373,5697,6340,9294,5127,0,9175,32466,15426,27800,883,28943,6110,49797,1835,2009
Jihomoravský kraj,2007,M,6648,23387,9205,3845,3077,4751,11658,51948,928,8614,28599,17773,11307,4820,6695,13313,90762,3070,1993
Jihomoravský kraj,2007,Z,6403,7079,5448,4445,5669,5260,11873,5546,0,10584,28471,15032,30320,918,27729,6931,52603,1399,3174
Jihomoravský kraj,2008,M,5953,22502,10251,3050,5569,4546,11489,51533,2408,8135,30751,17650,10767,5774,6358,10720,96473,3408,2452
Jihomoravský kraj,2008,Z,6451,8861,3753,3977,6267,6449,13383,5426,545,10079,31229,15675,25881,1570,24832,4866,53410,1237,3083
Jihomoravský kraj,2009,M,6288,24320,12879,5142,4705,5278,14549,51484,1387,7385,30647,19608,10015,4940,6330,8625,83179,3410,1965
Jihomoravský kraj,2009,Z,7355,8124,4110,3231,6659,6362,11768,7068,669,9581,33314,16743,26639,1474,32655,5184,42843,811,1705
Jihomoravský kraj,2010,M,4187,25923,10929,4522,5938,5477,17747,47528,1480,7614,28431,19492,8301,5180,6677,11940,81466,3442,1451
Jihomoravský kraj,2010,Z,5844,10095,3729,4450,8268,6891,14571,4421,0,12450,35045,19172,24273,1698,31744,3714,42900,1261,2035
Jihomoravský kraj,2011,M,6672,28720,12410,4030,3913,6240,17182,42544,1976,6915,30049,17173,9643,4053,6662,9958,91759,3311,1154
Jihomoravský kraj,2011,Z,6189,8593,2844,4391,6054,7861,13276,4097,0,10243,33921,19037,25247,1733,32944,5354,41007,902,3102
Jihomoravský kraj,2012,M,7428,24605,13278,4900,2968,5642,14446,41723,1610,7965,30488,17383,10506,4880,9050,11374,92946,4303,1332
Jihomoravský kraj,2012,Z,6542,7776,2906,4421,7461,8377,10861,4711,0,9905,33748,16823,29497,695,30105,4299,46700,896,2721
Jihomoravský kraj,2013,M,7875,21959,16276,5741,4546,7803,12771,43189,2070,7121,31078,19058,11293,4495,8533,11135,89518,5658,1444
Jihomoravský kraj,2013,Z,7810,7015,5389,4696,9435,8873,13422,3874,0,12746,33400,19118,32124,977,29742,5003,44607,1774,1493
Jihomoravský kraj,2014,M,8555,23978,17610,3849,3762,6638,14055,40400,2864,7181,27369,19425,11213,5719,9336,10807,96021,4133,1900
Jihomoravský kraj,2014,Z,7354,10468,4419,4978,6161,8247,14407,4159,0,9580,32564,18539,29998,1229,30533,4511,49500,1129,2249
Jihomoravský kraj,2015,M,7520,20778,15227,4091,3276,4500,17676,41202,1852,8240,33041,17195,11874,4597,6634,10229,99817,3840,4449
Jihomoravský kraj,2015,Z,6767,10249,4572,3783,8776,8430,13977,5132,0,11336,35214,17505,32689,1253,33606,4373,46610,924,3585
Jihomoravský kraj,2016,M,6572,22071,16787,5164,3792,6954,18399,47989,1402,7090,29586,15385,11649,5434,6667,11519,101037,3091,2443
Jihomoravský kraj,2016,Z,7118,8873,5531,4401,6706,8706,15582,5602,0,9173,39172,16443,31126,859,33682,4772,48080,853,2696
Jihomoravský kraj,2017,M,6460,22220,16110,6671,3980,5378,16947,46225,908,7789,25216,19573,12670,3140,7750,13401,100537,2152,2181
Jihomoravský kraj,2017,Z,5515,11208,4476,6474,5778,5958,14404,4984,0,10125,35246,20053,29879,839,35863,4408,52201,2176,2776
Jihomoravský kraj,2018,M,7685,25798,19108,5766,4218,6200,20254,41587,1059,8735,25666,16974,9300,4052,7012,11374,105109,3257,1695
Jihomoravský kraj,2018,Z,8888,8359,3894,5022,6757,6755,11917,4360,0,11276,36084,20526,34116,1209,33640,4968,49163,1951,2615
Jihomoravský kraj,2019,M,6039,27048,18837,5622,3269,6757,17534,37640,960,7726,32267,15175,13353,3574,9699,11255,104028,3827,2246
Jihomoravský kraj,2019,Z,8761,9694,3266,5651,7115,7722,11625,3279,0,10859,38924,17885,32605,1523,37073,6039,49771,2244,2247
Jihomoravský kraj,2020,M,6588,25552,21125,4720,3533,6082,19377,39822,800,5489,28895,18440,12941,4096,9538,9966,100762,5099,1721
Jihomoravský kraj,2020,Z,7324,10179,4122,3513,7302,6460,17469,3558,0,8802,37559,18068,32961,2520,38150,4963,46872,2007,1733
Jihomoravský kraj,2021,M,7637,26206,22747,3360,3820,7176,17735,45677,932,7079,28536,16788,11472,3374,7447,8623,101100,4160,1304
Jihomoravský kraj,2021,Z,7524,11124,5269,4254,5754,6186,16088,4870,0,7923,35655,20708,35013,2711,36166,3596,43519,1055,2381
Jihomoravský kraj,2022,M,6169,25974,21373,5642,3361,6237,15084,45510,872,4787,31436,18125,12254,4399,10533,8891,98264,4217,2331
Jihomoravský kraj,2022,Z,5512,10431,6682,4056,7450,6861,15953,4391,0,8441,35906,18646,35357,1710,36844,3460,44859,1112,1898
Jihomoravský kraj,2023,M,6819,26344,25185,3676,3394,7566,14534,42001,1325,7655,27630,16829,12105,4322,8883,8833,91901,4333,1731
Jihomoravský kraj,2023,Z,4955,7785,7255,5175,6956,7567,18154,3652,0,8395,31748,14767,38387,1756,40843,4184,41547,1522,1211
Jihomoravský kraj,2024,M,6278,23292,24187,5294,2194,7678,17660,40989,1733,8430,32565,15884,15832,3662,11714,10123,84262,2841,1638
Jihomoravský kraj,2024,Z,5465,7283,5591,4868,7027,6011,18734,6269,0,11090,35351,14224,42437,1139,41587,4319,43921,1548,1972
Jihočeský kraj,1993,M,3126,12029,1844,1453,2633,1502,2684,28570,764,4071,11216,17895,4806,4819,3664,25034,42168,1499,681
Jihočeský kraj,1993,Z,1844,5882,2773,2087,2244,3075,1968,3684,0,7495,16641,7789,11947,937,14714,13056,35024,983,0
Jihočeský kraj,1994,M,3060,12855,2018,1270,1847,1339,2942,30371,1242,4212,15352,14185,6038,4885,3660,22677,43883,1453,816
Jihočeský kraj,1994,Z,1844,5482,2517,1922,2743,3659,1947,3440,0,7922,18397,7161,11569,1513,13382,12154,35878,872,0
Jihočeský kraj,1995,M,3180,13621,2027,1271,1137,1928,3340,31967,1217,3407,18331,13303,4554,5003,3290,20295,44463,2251,793
Jihočeský kraj,1995,Z,2206,5371,2375,1444,2619,4463,2776,3595,0,7079,19721,7089,12207,2066,12010,11151,37249,648,0
Jihočeský kraj,1996,M,3748,12227,1829,1600,1125,1915,3616,30101,1058,4994,17665,15048,3221,5349,3132,21951,45855,1953,967
Jihočeský kraj,1996,Z,2246,4366,2128,1241,2378,3703,2864,3062,0,7498,18025,7474,12587,1901,11177,11363,38109,597,0
Jihočeský kraj,1997,M,3477,12412,2082,2246,1120,1643,2585,30474,870,5435,17994,14756,3784,5145,3626,20940,42884,1795,815
Jihočeský kraj,1997,Z,2395,4687,2590,1019,2875,3289,3180,2355,0,8425,19435,7191,13162,1462,10739,10763,37995,948,502
Jihočeský kraj,1998,M,3111,13267,2207,2163,933,2331,2505,30354,668,4751,16752,13753,3490,5062,3704,17783,44835,2369,1066
Jihočeský kraj,1998,Z,1935,4135,2448,1419,3360,3263,2717,2420,0,7070,19495,8598,14812,1769,11298,8572,34633,768,514
Jihočeský kraj,1999,M,3108,14778,2689,1587,1638,2673,2933,29266,1151,4226,18572,13509,3205,4043,2880,16257,44049,2099,1206
Jihočeský kraj,1999,Z,1869,4953,2030,1830,3100,3702,3283,2181,0,6407,21755,8152,13610,1385,11877,6072,32886,610,872
Jihočeský kraj,2000,M,3280,13889,2650,1689,1092,1849,3317,31170,984,5373,17038,14050,3132,3823,3272,15415,47800,2067,0
Jihočeský kraj,2000,Z,1828,4704,1889,1673,2492,4172,3005,2054,0,7513,21517,7676,12105,989,12594,6420,34950,0,683
Jihočeský kraj,2001,M,3111,15542,2636,1833,1023,1957,3096,28106,625,5244,16019,12518,3839,3809,4053,17260,47201,2356,0
Jihočeský kraj,2001,Z,2134,4986,2273,1774,3930,3130,3093,3047,0,8291,17424,7617,12558,1013,12849,7154,36244,591,0
Jihočeský kraj,2002,M,2856,14259,2158,1522,1324,2473,3177,29427,513,5116,16581,11425,4704,3443,3963,18552,47088,1271,1007
Jihočeský kraj,2002,Z,2135,4659,2510,1725,2927,3319,3193,3239,0,7006,16708,7943,14198,1358,13579,7249,34582,0,525
Jihočeský kraj,2003,M,3217,12445,2482,1702,984,1851,3555,30794,0,4786,18823,13584,4274,3220,2941,15351,46575,1921,574
Jihočeský kraj,2003,Z,2432,4862,2898,2013,3209,3709,4242,2048,0,7675,16855,8900,13999,1094,14329,4752,33103,601,0
Jihočeský kraj,2004,M,3101,12533,2552,2260,1822,2121,3720,29130,727,4719,18273,13259,4592,4300,2624,11822,48553,2297,0
Jihočeský kraj,2004,Z,2193,4126,1659,1057,4442,3747,3382,2020,0,7431,17746,8580,13690,825,15046,5617,35299,0,0
Jihočeský kraj,2005,M,2945,12558,1819,1898,2114,2001,2918,29070,823,4975,17940,12672,4854,4331,3879,12089,51295,2860,0
Jihočeský kraj,2005,Z,2297,3198,1980,2035,3238,2833,3658,2937,0,6949,19706,8985,14666,963,15915,5657,33140,0,0
Jihočeský kraj,2006,M,3570,13344,2930,1417,1392,1580,4140,27338,701,6097,16573,12111,5603,3157,4084,13873,51516,3564,0
Jihočeský kraj,2006,Z,1955,3697,1958,2264,3624,2583,3463,2880,0,8111,18876,9350,13874,1214,16424,5029,33078,0,0
Jihočeský kraj,2007,M,4043,14682,3459,1829,1504,1866,4509,33471,1264,4770,16366,10673,5060,2425,3194,13614,52077,2893,0
Jihočeský kraj,2007,Z,2576,4001,2104,2012,3634,3793,5418,2706,0,7772,18514,10264,13384,912,14927,4975,35775,0,0
Jihočeský kraj,2008,M,2753,12682,3487,1447,2395,2622,4808,29632,617,4961,18181,13404,3394,3194,2256,13466,57193,2754,617
Jihočeský kraj,2008,Z,3556,5325,1714,1793,3127,3975,5612,2630,0,7100,19800,9144,12215,1123,17238,4489,34889,0,581
Jihočeský kraj,2009,M,3143,14197,4636,1855,2012,2505,4145,28731,512,4769,17030,12875,2791,3459,2549,12298,54349,3015,914
Jihočeský kraj,2009,Z,2919,4039,1827,2026,3970,3218,5210,2082,0,6961,20860,8486,13231,950,16862,3940,32644,811,621
Jihočeský kraj,2010,M,3554,13510,3724,1694,2626,2306,3679,28547,1147,6336,15758,12634,4517,3187,4184,13030,47907,2292,785
Jihočeský kraj,2010,Z,3348,4181,1239,2911,2506,2757,4188,1591,649,7201,21903,8696,11685,871,14110,4372,33528,879,629
Jihočeský kraj,2011,M,3075,13102,4107,2759,1775,1458,2794,29136,0,4811,16128,11287,4842,4562,3999,12338,51068,2001,774
Jihočeský kraj,2011,Z,2835,4769,1716,3063,3076,3228,4922,2544,0,8254,21543,6864,11957,1033,11886,3877,33867,1027,578
Jihočeský kraj,2012,M,1886,13643,2464,2090,1712,3114,3349,30239,742,3876,16260,10503,3247,5925,3423,12121,50760,1667,0
Jihočeský kraj,2012,Z,2120,5076,1924,1821,3074,4441,4397,1892,0,6987,20942,9080,12219,660,13419,4365,32421,0,0
Jihočeský kraj,2013,M,3008,13908,2186,2060,1920,3412,5162,29558,0,3994,14998,11075,2864,4876,3137,12224,50872,1953,1232
Jihočeský kraj,2013,Z,1866,5248,506,2164,4024,3868,5286,2143,0,7443,17830,9156,13990,652,16300,4822,29028,0,671
Jihočeský kraj,2014,M,3353,11115,2819,2621,2645,1887,5567,27624,0,5484,16937,12013,3456,5266,2699,11842,52953,2324,948
Jihočeský kraj,2014,Z,2463,4769,566,1955,4616,2461,5021,1933,0,9150,17772,9375,15205,765,17005,3982,28730,0,687
Jihočeský kraj,2015,M,3631,11586,4119,3311,1381,1817,4729,24158,665,4646,15787,12127,2934,4330,2847,13239,55805,3013,735
Jihočeský kraj,2015,Z,2363,3398,866,1971,4438,3601,4886,2139,0,9245,18166,8822,15420,1012,15702,4382,32524,634,849
Jihočeský kraj,2016,M,2619,14155,4359,2871,1407,1890,6233,24783,750,4183,13679,12683,2867,3089,3861,13873,57674,2986,615
Jihočeský kraj,2016,Z,2236,3906,633,3893,4088,3086,5564,2834,0,9536,17661,9565,16607,919,14418,3856,32902,731,1276
Jihočeský kraj,2017,M,4187,15719,4634,1687,1367,2365,6085,25830,0,4343,13804,13613,3074,3691,3927,10620,58459,2982,0
Jihočeský kraj,2017,Z,2614,4918,561,1453,3879,3679,5566,2479,0,7989,21408,9596,17043,531,16978,4668,30281,551,789
Jihočeský kraj,2018,M,3634,15491,3333,2664,1630,2697,6483,23927,0,3462,14560,13199,2537,3045,4590,12162,59419,2933,1006
Jihočeský kraj,2018,Z,2584,4940,1038,1967,4164,3343,4859,1609,0,7608,17804,10506,16669,846,16354,5000,34929,807,718
Jihočeský kraj,2019,M,2900,16116,2283,2773,2489,2325,5968,22187,0,3660,14229,11949,5383,3384,6461,12981,57804,2077,1079
Jihočeský kraj,2019,Z,3248,5928,669,3092,3836,1720,5673,1965,0,7453,20470,9431,17221,1212,15042,3847,32907,700,813
Jihočeský kraj,2020,M,3095,12092,3756,2121,1712,2594,4931,25555,962,3766,16413,14217,4658,5786,3728,10304,56344,2536,0
Jihočeský kraj,2020,Z,2994,3263,1105,3348,3682,2841,2818,1983,0,6409,20710,9025,17626,1414,18756,3633,32111,1131,753
Jihočeský kraj,2021,M,13769,3902,1719,1066,0,1670,2146,17174,56833,3492,10957,4216,4826,2760,2150,0,4096,25110,5562
Jihočeský kraj,2021,Z,3215,3471,1145,1854,4202,2731,4902,2028,0,5980,19527,9889,17590,1072,23381,4011,31697,1529,730
Jihočeský kraj,2022,M,3140,11984,3858,1737,1445,1322,5728,23094,610,2955,18392,12925,4359,4318,4565,11818,54866,3316,956
Jihočeský kraj,2022,Z,2846,3206,818,2018,4003,2184,5709,1811,0,6379,19524,9870,18531,1103,19976,4522,32464,1773,950
Jihočeský kraj,2023,M,3366,10923,4329,1682,1234,1963,5374,24826,0,3522,15406,11901,5579,4644,5779,12007,54098,3127,689
Jihočeský kraj,2023,Z,3975,4448,0,1693,4431,2985,5358,2174,0,6813,17917,7440,18971,0,16966,3714,29246,1114,1206
Jihočeský kraj,2024,M,2124,12395,4663,2185,2148,2397,6032,27224,815,3707,15036,11278,4969,4161,3978,12278,48993,4524,1276
Jihočeský kraj,2024,Z,3020,4282,1380,2986,3824,2621,6764,2365,0,8802,19006,9079,19213,737,17746,4075,29115,1609,2243
Karlovarský kraj,1993,M,1257,7593,532,754,1308,513,965,12604,7744,2136,7419,5566,1732,2770,2155,5858,20315,1327,604
Karlovarský kraj,1993,Z,672,2969,1275,786,2316,913,669,1547,1518,3735,8908,2055,7067,1333,10138,1903,18348,798,771
Karlovarský kraj,1994,M,1823,6975,705,793,891,631,1539,15218,6567,2935,6801,5120,1713,2536,2541,5755,20093,1576,860
Karlovarský kraj,1994,Z,1087,2453,1276,765,1718,1566,1618,2363,1448,4123,9006,2751,6478,963,8770,2515,17148,557,519
Karlovarský kraj,1995,M,1526,7079,1023,1299,681,513,1624,13627,6842,3229,8240,4997,1629,3198,3415,5307,21537,844,531
Karlovarský kraj,1995,Z,934,3875,1638,1531,1852,1271,1476,1044,1131,3813,10435,2987,5756,867,9187,1749,16975,0,0
Karlovarský kraj,1996,M,1539,8355,959,0,1008,0,1571,15227,5953,3071,9604,6261,1645,2247,2415,3609,21079,1607,978
Karlovarský kraj,1996,Z,1041,3291,1063,800,1838,849,1387,2301,1264,4063,9434,4056,6331,1069,9582,1138,17562,1036,0
Karlovarský kraj,1997,M,1308,8427,1680,691,564,557,1637,14988,5840,4904,9783,5515,1700,1968,1756,4187,19370,1607,770
Karlovarský kraj,1997,Z,944,3135,1493,1176,2353,1739,1378,1658,1513,4907,9709,3631,5926,0,8344,1044,16686,643,0
Karlovarský kraj,1998,M,1521,8257,2051,795,698,630,1997,12619,6087,3247,7785,6876,1285,1977,1752,3321,20739,971,0
Karlovarský kraj,1998,Z,991,2868,1317,1378,2794,1788,1248,1334,1090,3750,10878,3836,5959,624,7359,892,17389,794,682
Karlovarský kraj,1999,M,1397,6808,841,959,593,0,1836,11954,5423,3137,8986,7712,1257,1699,2632,2258,20668,1522,0
Karlovarský kraj,1999,Z,1446,3428,1263,1711,2443,1448,2025,1203,772,3212,10937,3899,7502,654,7163,0,16372,785,777
Karlovarský kraj,2000,M,1549,7203,823,900,626,0,1671,10785,5710,3956,8067,7714,1950,775,2779,2533,22149,1878,719
Karlovarský kraj,2000,Z,1137,3039,1550,1573,1713,2374,2020,1768,1156,3871,8909,4445,8466,0,8742,830,15935,0,0
Karlovarský kraj,2001,M,1634,5845,776,877,0,1143,1706,10326,5668,3635,8789,6898,2507,1391,2307,3429,22274,1866,531
Karlovarský kraj,2001,Z,1168,2693,1073,1152,1330,1808,1494,844,774,4244,9997,4358,6712,503,9475,1411,16018,0,0
Karlovarský kraj,2002,M,1312,6914,1091,1004,819,1017,1245,14171,4901,4547,7159,6644,1947,1333,2512,3930,19742,1758,0
Karlovarský kraj,2002,Z,1129,2282,967,1110,2002,1116,1539,1005,642,5381,8728,3832,7181,0,9357,1199,14781,534,0
Karlovarský kraj,2003,M,1322,5615,1171,911,1011,624,1316,14734,4522,4183,7709,5649,2111,1706,2425,3044,20894,1652,798
Karlovarský kraj,2003,Z,1193,2516,751,635,2221,1606,1755,1329,749,5946,8588,5175,5784,0,9211,1003,15987,0,0
Karlovarský kraj,2004,M,1384,5390,983,831,827,0,1593,14896,4463,4015,8534,6108,1359,1653,2369,2885,19401,1724,930
Karlovarský kraj,2004,Z,1140,2354,775,793,1750,1464,1667,890,1070,4046,8885,4251,4896,0,9993,1129,16956,0,0
Karlovarský kraj,2005,M,1675,5465,1052,612,966,703,1334,11990,5267,4488,8581,6358,1417,1469,2596,3024,21597,2013,672
Karlovarský kraj,2005,Z,1003,2563,657,553,2202,1239,1526,804,529,4567,8685,4597,5911,0,8969,1120,17112,0,0
Karlovarský kraj,2006,M,1826,5118,841,1136,608,586,2147,14163,5049,4791,7955,5415,1554,1237,2335,2914,21699,1718,593
Karlovarský kraj,2006,Z,1231,1666,899,949,1694,744,1736,865,516,4268,7887,5353,5232,0,8677,512,17995,617,0
Karlovarský kraj,2007,M,1565,5160,878,1806,765,834,2144,12795,3886,4760,8012,7185,2047,1536,2294,2055,24110,1313,0
Karlovarský kraj,2007,Z,1237,1726,802,943,1583,1119,1912,891,501,4689,8078,5635,4735,0,10041,0,18013,0,0
Karlovarský kraj,2008,M,1828,7104,0,1354,518,849,1341,14910,3887,5203,8671,5535,2855,1356,3232,1921,21355,1139,0
Karlovarský kraj,2008,Z,969,1604,0,1144,1774,1832,1802,923,709,5937,9806,4621,5747,0,8728,953,16327,0,577
Karlovarský kraj,2009,M,2178,7946,1087,1215,794,643,1905,13091,4093,5050,8438,5854,1575,1478,3383,2788,17759,1580,0
Karlovarský kraj,2009,Z,851,2097,0,987,1879,1493,1490,990,999,5609,9463,4589,6390,0,8791,959,14359,799,0
Karlovarský kraj,2010,M,2844,7863,1108,1422,556,958,1476,11944,3604,3211,7243,6713,1281,809,3387,2798,21367,1354,0
Karlovarský kraj,2010,Z,1610,1427,0,1152,1712,1695,1875,712,1062,4395,8470,5044,5586,0,10274,1168,16145,828,521
Karlovarský kraj,2011,M,2026,8188,750,1749,0,756,1521,11442,4981,3578,7645,5632,1376,1854,2460,2998,19569,1361,852
Karlovarský kraj,2011,Z,1826,1951,0,1139,1371,1092,2095,749,659,5288,9047,4662,6057,0,8487,726,14892,564,0
Karlovarský kraj,2012,M,2130,6820,602,1594,0,1121,2179,10486,3843,4739,7160,4642,2039,1156,3074,2511,21453,1238,1007
Karlovarský kraj,2012,Z,1198,1713,653,1469,2710,1104,1963,0,662,5056,7764,4062,5934,0,9477,785,14234,0,546
Karlovarský kraj,2013,M,1498,6170,658,1216,0,663,2692,10284,4001,4649,8653,5466,2382,899,2374,2282,21677,1905,827
Karlovarský kraj,2013,Z,1589,1965,0,958,1813,1282,2616,586,1037,6489,8104,4144,6308,0,9912,0,13116,0,667
Karlovarský kraj,2014,M,1923,5803,600,1286,699,600,2575,10887,3896,4855,8835,5012,2154,1067,2540,1907,22972,1923,0
Karlovarský kraj,2014,Z,983,2215,0,794,1808,1024,2295,632,646,5392,8010,4614,5026,0,10866,0,13761,0,0
Karlovarský kraj,2015,M,3490,6597,570,1915,0,873,1941,9743,3877,2792,6814,6446,2254,1490,3853,2626,24317,1775,0
Karlovarský kraj,2015,Z,757,1968,0,1081,1879,529,3000,620,866,4122,7804,5021,6431,0,10235,0,14787,579,0
Karlovarský kraj,2016,M,2736,7215,843,1129,0,669,1809,8524,3589,2340,7538,6763,1614,1744,3981,3219,26479,1129,0
Karlovarský kraj,2016,Z,1679,1782,0,983,2471,1302,3636,0,560,4649,7931,4734,6757,0,9239,536,14289,0,511
Karlovarský kraj,2017,M,1557,7996,0,1440,802,681,1611,9282,3001,3078,5962,6257,1067,2028,3116,3052,28362,1658,0
Karlovarský kraj,2017,Z,1525,2690,0,1007,2039,1198,2438,1106,0,4907,7690,5002,6674,0,9772,596,17207,0,609
Karlovarský kraj,2018,M,2431,8825,663,1588,712,609,2433,10498,2662,3254,5892,6054,2150,1467,3092,3959,23413,1878,0
Karlovarský kraj,2018,Z,1140,2442,0,1106,1713,1189,2588,605,0,4961,7611,6705,6798,0,10819,1180,16533,717,695
Karlovarský kraj,2019,M,2467,8267,0,1954,0,681,1885,8906,4091,4666,7139,5370,2306,756,2681,3730,23212,2261,0
Karlovarský kraj,2019,Z,1219,2486,0,1439,1331,752,2216,607,693,5867,8565,5146,6939,0,12060,1044,14067,568,558
Karlovarský kraj,2020,M,956,7721,1337,1023,0,0,2195,10286,3916,3912,7186,4860,2288,1347,2997,2542,22634,2022,1054
Karlovarský kraj,2020,Z,1436,2755,0,1882,1242,682,1885,0,0,4736,7568,4376,6699,0,10959,1081,14396,528,0
Karlovarský kraj,2021,M,1967,6868,1493,1388,865,0,2735,9242,2624,3294,7389,6916,2306,702,2792,1657,23479,1990,692
Karlovarský kraj,2021,Z,1064,2104,557,587,1478,820,2261,0,0,3891,7817,3725,6938,0,9806,604,14109,966,0
Karlovarský kraj,2022,M,2264,6713,1324,885,507,0,2588,9743,2762,3802,6213,6638,1601,980,2803,2826,22742,1701,0
Karlovarský kraj,2022,Z,820,1687,0,1030,1771,928,1671,0,0,4375,8744,4883,8355,0,10300,0,13021,981,778
Karlovarský kraj,2023,M,1455,6864,1005,1195,602,526,1658,10974,2656,2964,4561,5601,2715,2133,3112,2569,22686,2117,1009
Karlovarský kraj,2023,Z,1309,1847,0,1463,1543,1241,1741,0,0,4198,7848,5624,8151,0,9869,0,13315,520,1004
Karlovarský kraj,2024,M,1812,7256,795,819,505,0,1889,10884,2745,2576,5623,6199,2124,1129,2297,1985,26064,1786,978
Karlovarský kraj,2024,Z,1042,3196,0,2033,1341,1283,2145,0,671,4478,7076,6306,7198,0,13145,0,11030,633,960
Královehradecký kraj,1993,M,2025,10042,2504,1019,2144,763,2257,19451,2530,3007,11464,13488,4809,2531,3819,13132,48672,1570,589
Královehradecký kraj,1993,Z,1645,4856,2967,1848,2423,1989,2435,1250,0,4168,13982,6910,10275,520,12588,6469,37861,615,0
Královehradecký kraj,1994,M,2515,10111,2350,1228,1826,1433,2299,20672,1194,2965,13988,12294,4451,3028,2595,14360,51309,1148,888
