Kraj,Převažující činnost,Rok,Mzda_Kc
Jihomoravský kraj, Informační a komunikační činnosti,2009,39183
Jihomoravský kraj, Peněžnictví a pojišťovnictví,2009,32442
Jihomoravský kraj, Činnosti v oblasti nemovitostí,2009,18111
Jihomoravský kraj," Profesní, vědecké a technické činnosti",2009,26442
Jihomoravský kraj, Administrativní a podpůrné činnosti,2009,15893
Jihomoravský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2009,24952
Jihomoravský kraj, Vzdělávání,2009,22152
Jihomoravský kraj, Zdravotní a sociální péče,2009,21656
Jihomoravský kraj," Kulturní, zábavní a rekreační činnosti",2009,17411
Jihomoravský kraj, Ostatní činnosti,2009,17854
Karlovarský kraj," Zemědělství, lesnictví, rybářství",2009,16647
Karlovarský kraj, Těžba a dobývání,2009,31744
Karlovarský kraj, Zpracovatelský průmysl,2009,18179
Karlovarský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,26882
Karlovarský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2009,21649
Karlovarský kraj, Stavebnictví,2009,19248
Karlovarský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2009,16775
Karlovarský kraj, Doprava a skladování,2009,18267
Karlovarský kraj," Ubytování, stravování a pohostinství",2009,13749
Karlovarský kraj, Informační a komunikační činnosti,2009,26787
Karlovarský kraj, Peněžnictví a pojišťovnictví,2009,34394
Karlovarský kraj, Činnosti v oblasti nemovitostí,2009,16157
Karlovarský kraj," Profesní, vědecké a technické činnosti",2009,19861
Karlovarský kraj, Administrativní a podpůrné činnosti,2009,12389
Karlovarský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2009,25258
Karlovarský kraj, Vzdělávání,2009,20190
Karlovarský kraj, Zdravotní a sociální péče,2009,19164
Karlovarský kraj," Kulturní, zábavní a rekreační činnosti",2009,18636
Karlovarský kraj, Ostatní činnosti,2009,14018
Královéhradecký kraj," Zemědělství, lesnictví, rybářství",2009,17878
Královéhradecký kraj, Těžba a dobývání,2009,30634
Královéhradecký kraj, Zpracovatelský průmysl,2009,20482
Královéhradecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,35018
Královéhradecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2009,22604
Královéhradecký kraj, Stavebnictví,2009,21302
Královéhradecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2009,17530
Královéhradecký kraj, Doprava a skladování,2009,19388
Královéhradecký kraj," Ubytování, stravování a pohostinství",2009,10816
Královéhradecký kraj, Informační a komunikační činnosti,2009,30339
Královéhradecký kraj, Peněžnictví a pojišťovnictví,2009,37541
Královéhradecký kraj, Činnosti v oblasti nemovitostí,2009,18359
Královéhradecký kraj," Profesní, vědecké a technické činnosti",2009,21861
Královéhradecký kraj, Administrativní a podpůrné činnosti,2009,13828
Královéhradecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2009,25944
Královéhradecký kraj, Vzdělávání,2009,20573
Královéhradecký kraj, Zdravotní a sociální péče,2009,20998
Královéhradecký kraj," Kulturní, zábavní a rekreační činnosti",2009,17214
Královéhradecký kraj, Ostatní činnosti,2009,14989
Liberecký kraj," Zemědělství, lesnictví, rybářství",2009,16332
Liberecký kraj, Těžba a dobývání,2009,27012
Liberecký kraj, Zpracovatelský průmysl,2009,21945
Liberecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,25904
Liberecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2009,19562
Liberecký kraj, Stavebnictví,2009,19324
Liberecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2009,17566
Liberecký kraj, Doprava a skladování,2009,19183
Liberecký kraj," Ubytování, stravování a pohostinství",2009,10177
Liberecký kraj, Informační a komunikační činnosti,2009,30642
Liberecký kraj, Peněžnictví a pojišťovnictví,2009,32138
Liberecký kraj, Činnosti v oblasti nemovitostí,2009,18505
Liberecký kraj," Profesní, vědecké a technické činnosti",2009,25231
Liberecký kraj, Administrativní a podpůrné činnosti,2009,12078
Liberecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2009,22666
Liberecký kraj, Vzdělávání,2009,20537
Liberecký kraj, Zdravotní a sociální péče,2009,20880
Liberecký kraj," Kulturní, zábavní a rekreační činnosti",2009,17377
Liberecký kraj, Ostatní činnosti,2009,14015
Moravskoslezský kraj," Zemědělství, lesnictví, rybářství",2009,16809
Moravskoslezský kraj, Těžba a dobývání,2009,29190
Moravskoslezský kraj, Zpracovatelský průmysl,2009,21561
Moravskoslezský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,31894
Moravskoslezský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2009,20008
Moravskoslezský kraj, Stavebnictví,2009,20576
Moravskoslezský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2009,17475
Moravskoslezský kraj, Doprava a skladování,2009,20888
Moravskoslezský kraj," Ubytování, stravování a pohostinství",2009,9764
Moravskoslezský kraj, Informační a komunikační činnosti,2009,32890
Moravskoslezský kraj, Peněžnictví a pojišťovnictví,2009,31047
Moravskoslezský kraj, Činnosti v oblasti nemovitostí,2009,19558
Moravskoslezský kraj," Profesní, vědecké a technické činnosti",2009,23855
Moravskoslezský kraj, Administrativní a podpůrné činnosti,2009,13689
Moravskoslezský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2009,26291
Moravskoslezský kraj, Vzdělávání,2009,21416
Moravskoslezský kraj, Zdravotní a sociální péče,2009,21341
Moravskoslezský kraj," Kulturní, zábavní a rekreační činnosti",2009,17265
Moravskoslezský kraj, Ostatní činnosti,2009,15128
Olomouckáý kraj," Zemědělství, lesnictví, rybářství",2009,17412
Olomouckáý kraj, Těžba a dobývání,2009,24572
Olomouckáý kraj, Zpracovatelský průmysl,2009,19959
Olomouckáý kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,24872
Olomouckáý kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2009,20297
Olomouckáý kraj, Stavebnictví,2009,22496
Olomouckáý kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2009,16900
Olomouckáý kraj, Doprava a skladování,2009,19157
Olomouckáý kraj," Ubytování, stravování a pohostinství",2009,9404
Olomouckáý kraj, Informační a komunikační činnosti,2009,34235
Olomouckáý kraj, Peněžnictví a pojišťovnictví,2009,34832
Olomouckáý kraj, Činnosti v oblasti nemovitostí,2009,17378
Olomouckáý kraj," Profesní, vědecké a technické činnosti",2009,21320
Olomouckáý kraj, Administrativní a podpůrné činnosti,2009,12416
Olomouckáý kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2009,23583
Olomouckáý kraj, Vzdělávání,2009,20853
Olomouckáý kraj, Zdravotní a sociální péče,2009,21032
Olomouckáý kraj," Kulturní, zábavní a rekreační činnosti",2009,16501
Olomouckáý kraj, Ostatní činnosti,2009,14589
Pardubický kraj," Zemědělství, lesnictví, rybářství",2009,17233
Pardubický kraj, Těžba a dobývání,2009,22840
Pardubický kraj, Zpracovatelský průmysl,2009,20153
Pardubický kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,33874
Pardubický kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2009,19761
Pardubický kraj, Stavebnictví,2009,20369
Pardubický kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2009,17402
Pardubický kraj, Doprava a skladování,2009,20002
Pardubický kraj," Ubytování, stravování a pohostinství",2009,10463
Pardubický kraj, Informační a komunikační činnosti,2009,31826
Pardubický kraj, Peněžnictví a pojišťovnictví,2009,34514
Pardubický kraj, Činnosti v oblasti nemovitostí,2009,18796
Pardubický kraj," Profesní, vědecké a technické činnosti",2009,23759
Pardubický kraj, Administrativní a podpůrné činnosti,2009,12590
Pardubický kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2009,22063
Pardubický kraj, Vzdělávání,2009,20793
Pardubický kraj, Zdravotní a sociální péče,2009,19575
Pardubický kraj," Kulturní, zábavní a rekreační činnosti",2009,16838
Pardubický kraj, Ostatní činnosti,2009,14441
Plzeňský kraj," Zemědělství, lesnictví, rybářství",2009,17780
Plzeňský kraj, Těžba a dobývání,2009,25448
Plzeňský kraj, Zpracovatelský průmysl,2009,22722
Plzeňský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,33240
Plzeňský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2009,20745
Plzeňský kraj, Stavebnictví,2009,21727
Plzeňský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2009,18334
Plzeňský kraj, Doprava a skladování,2009,20792
Plzeňský kraj," Ubytování, stravování a pohostinství",2009,10120
Plzeňský kraj, Informační a komunikační činnosti,2009,36760
Plzeňský kraj, Peněžnictví a pojišťovnictví,2009,36117
Plzeňský kraj, Činnosti v oblasti nemovitostí,2009,19281
Plzeňský kraj," Profesní, vědecké a technické činnosti",2009,35726
Plzeňský kraj, Administrativní a podpůrné činnosti,2009,14810
Plzeňský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2009,25492
Plzeňský kraj, Vzdělávání,2009,20292
Plzeňský kraj, Zdravotní a sociální péče,2009,23759
Plzeňský kraj," Kulturní, zábavní a rekreační činnosti",2009,20183
Plzeňský kraj, Ostatní činnosti,2009,14676
Praha," Zemědělství, lesnictví, rybářství",2009,16725
Praha, Těžba a dobývání,2009,28388
Praha, Zpracovatelský průmysl,2009,27277
Praha," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,55377
Praha," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2009,27054
Praha, Stavebnictví,2009,26239
Praha, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2009,28546
Praha, Doprava a skladování,2009,29404
Praha," Ubytování, stravování a pohostinství",2009,14922
Praha, Informační a komunikační činnosti,2009,49477
Praha, Peněžnictví a pojišťovnictví,2009,53737
Praha, Činnosti v oblasti nemovitostí,2009,23507
Praha," Profesní, vědecké a technické činnosti",2009,37219
Praha, Administrativní a podpůrné činnosti,2009,18442
Praha, Veřejná správa a obrana; povinné sociální zabezpečení,2009,31445
Praha, Vzdělávání,2009,23083
Praha, Zdravotní a sociální péče,2009,24763
Praha," Kulturní, zábavní a rekreační činnosti",2009,20636
Praha, Ostatní činnosti,2009,19443
Středočeský kraj," Zemědělství, lesnictví, rybářství",2009,18306
Středočeský kraj, Těžba a dobývání,2009,23468
Středočeský kraj, Zpracovatelský průmysl,2009,24592
Středočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,32621
Středočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2009,21554
Středočeský kraj, Stavebnictví,2009,20468
Středočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2009,20666
Středočeský kraj, Doprava a skladování,2009,24197
Středočeský kraj," Ubytování, stravování a pohostinství",2009,10606
Středočeský kraj, Informační a komunikační činnosti,2009,31930
Středočeský kraj, Peněžnictví a pojišťovnictví,2009,32702
Středočeský kraj, Činnosti v oblasti nemovitostí,2009,16231
Středočeský kraj," Profesní, vědecké a technické činnosti",2009,23698
Středočeský kraj, Administrativní a podpůrné činnosti,2009,12991
Středočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2009,23089
Středočeský kraj, Vzdělávání,2009,20222
Středočeský kraj, Zdravotní a sociální péče,2009,20461
Středočeský kraj," Kulturní, zábavní a rekreační činnosti",2009,17352
Středočeský kraj, Ostatní činnosti,2009,17110
Ústecký kraj," Zemědělství, lesnictví, rybářství",2009,16683
Ústecký kraj, Těžba a dobývání,2009,25786
Ústecký kraj, Zpracovatelský průmysl,2009,21832
Ústecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,37215
Ústecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2009,21476
Ústecký kraj, Stavebnictví,2009,21806
Ústecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2009,16323
Ústecký kraj, Doprava a skladování,2009,20849
Ústecký kraj," Ubytování, stravování a pohostinství",2009,9409
Ústecký kraj, Informační a komunikační činnosti,2009,33575
Ústecký kraj, Peněžnictví a pojišťovnictví,2009,34451
Ústecký kraj, Činnosti v oblasti nemovitostí,2009,18099
Ústecký kraj," Profesní, vědecké a technické činnosti",2009,25526
Ústecký kraj, Administrativní a podpůrné činnosti,2009,11758
Ústecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2009,24962
Ústecký kraj, Vzdělávání,2009,20380
Ústecký kraj, Zdravotní a sociální péče,2009,19569
Ústecký kraj," Kulturní, zábavní a rekreační činnosti",2009,17286
Ústecký kraj, Ostatní činnosti,2009,14243
Vysočina," Zemědělství, lesnictví, rybářství",2009,17101
Vysočina, Těžba a dobývání,2009,24279
Vysočina, Zpracovatelský průmysl,2009,20536
Vysočina," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,43854
Vysočina," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2009,20810
Vysočina, Stavebnictví,2009,20784
Vysočina, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2009,16634
Vysočina, Doprava a skladování,2009,21486
Vysočina," Ubytování, stravování a pohostinství",2009,10180
Vysočina, Informační a komunikační činnosti,2009,35291
Vysočina, Peněžnictví a pojišťovnictví,2009,29916
Vysočina, Činnosti v oblasti nemovitostí,2009,16255
Vysočina," Profesní, vědecké a technické činnosti",2009,20510
Vysočina, Administrativní a podpůrné činnosti,2009,12463
Vysočina, Veřejná správa a obrana; povinné sociální zabezpečení,2009,22318
Vysočina, Vzdělávání,2009,20248
Vysočina, Zdravotní a sociální péče,2009,20870
Vysočina," Kulturní, zábavní a rekreační činnosti",2009,16690
Vysočina, Ostatní činnosti,2009,14666
Zlínský kraj," Zemědělství, lesnictví, rybářství",2009,17462
Zlínský kraj, Těžba a dobývání,2009,23113
Zlínský kraj, Zpracovatelský průmysl,2009,19984
Zlínský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,24131
Zlínský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2009,19263
Zlínský kraj, Stavebnictví,2009,20805
Zlínský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2009,17750
Zlínský kraj, Doprava a skladování,2009,18187
Zlínský kraj," Ubytování, stravování a pohostinství",2009,10007
