Kraj,Převažující činnost,Rok,Mzda_Kc
Moravskoslezský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2019,35782
Moravskoslezský kraj, Vzdělávání,2019,30715
Moravskoslezský kraj, Zdravotní a sociální péče,2019,33473
Moravskoslezský kraj," Kulturní, zábavní a rekreační činnosti",2019,26615
Moravskoslezský kraj, Ostatní činnosti,2019,20868
Olomouckáý kraj," Zemědělství, lesnictví, rybářství",2019,26972
Olomouckáý kraj, Těžba a dobývání,2019,37724
Olomouckáý kraj, Zpracovatelský průmysl,2019,30450
Olomouckáý kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2019,40114
Olomouckáý kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2019,26670
Olomouckáý kraj, Stavebnictví,2019,28451
Olomouckáý kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2019,26948
Olomouckáý kraj, Doprava a skladování,2019,28458
Olomouckáý kraj," Ubytování, stravování a pohostinství",2019,17504
Olomouckáý kraj, Informační a komunikační činnosti,2019,38427
Olomouckáý kraj, Peněžnictví a pojišťovnictví,2019,39206
Olomouckáý kraj, Činnosti v oblasti nemovitostí,2019,24872
Olomouckáý kraj," Profesní, vědecké a technické činnosti",2019,30857
Olomouckáý kraj, Administrativní a podpůrné činnosti,2019,16534
Olomouckáý kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2019,35677
Olomouckáý kraj, Vzdělávání,2019,31174
Olomouckáý kraj, Zdravotní a sociální péče,2019,35045
Olomouckáý kraj," Kulturní, zábavní a rekreační činnosti",2019,25278
Olomouckáý kraj, Ostatní činnosti,2019,19671
Pardubický kraj," Zemědělství, lesnictví, rybářství",2019,27918
Pardubický kraj, Těžba a dobývání,2019,37840
Pardubický kraj, Zpracovatelský průmysl,2019,31335
Pardubický kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2019,43384
Pardubický kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2019,28929
Pardubický kraj, Stavebnictví,2019,28756
Pardubický kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2019,26152
Pardubický kraj, Doprava a skladování,2019,28711
Pardubický kraj," Ubytování, stravování a pohostinství",2019,17882
Pardubický kraj, Informační a komunikační činnosti,2019,34606
Pardubický kraj, Peněžnictví a pojišťovnictví,2019,40667
Pardubický kraj, Činnosti v oblasti nemovitostí,2019,24746
Pardubický kraj," Profesní, vědecké a technické činnosti",2019,30361
Pardubický kraj, Administrativní a podpůrné činnosti,2019,19648
Pardubický kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2019,35056
Pardubický kraj, Vzdělávání,2019,30542
Pardubický kraj, Zdravotní a sociální péče,2019,30426
Pardubický kraj," Kulturní, zábavní a rekreační činnosti",2019,26082
Pardubický kraj, Ostatní činnosti,2019,20797
Plzeňský kraj," Zemědělství, lesnictví, rybářství",2019,29449
Plzeňský kraj, Těžba a dobývání,2019,14908
Plzeňský kraj, Zpracovatelský průmysl,2019,35032
Plzeňský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2019,45222
Plzeňský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2019,31434
Plzeňský kraj, Stavebnictví,2019,30579
Plzeňský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2019,28373
Plzeňský kraj, Doprava a skladování,2019,30346
Plzeňský kraj," Ubytování, stravování a pohostinství",2019,18263
Plzeňský kraj, Informační a komunikační činnosti,2019,48201
Plzeňský kraj, Peněžnictví a pojišťovnictví,2019,44338
Plzeňský kraj, Činnosti v oblasti nemovitostí,2019,26675
Plzeňský kraj," Profesní, vědecké a technické činnosti",2019,34921
Plzeňský kraj, Administrativní a podpůrné činnosti,2019,20100
Plzeňský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2019,36118
Plzeňský kraj, Vzdělávání,2019,31341
Plzeňský kraj, Zdravotní a sociální péče,2019,36391
Plzeňský kraj," Kulturní, zábavní a rekreační činnosti",2019,30868
Plzeňský kraj, Ostatní činnosti,2019,22641
Praha," Zemědělství, lesnictví, rybářství",2019,20856
Praha, Těžba a dobývání,2019,39765
Praha, Zpracovatelský průmysl,2019,39441
Praha," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2019,66119
Praha," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2019,36386
Praha, Stavebnictví,2019,33310
Praha, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2019,39891
Praha, Doprava a skladování,2019,36871
Praha," Ubytování, stravování a pohostinství",2019,22670
Praha, Informační a komunikační činnosti,2019,69436
Praha, Peněžnictví a pojišťovnictví,2019,69488
Praha, Činnosti v oblasti nemovitostí,2019,30945
Praha," Profesní, vědecké a technické činnosti",2019,47441
Praha, Administrativní a podpůrné činnosti,2019,23654
Praha, Veřejná správa a obrana; povinné sociální zabezpečení,2019,45628
Praha, Vzdělávání,2019,34450
Praha, Zdravotní a sociální péče,2019,38782
Praha," Kulturní, zábavní a rekreační činnosti",2019,35215
Praha, Ostatní činnosti,2019,26154
Středočeský kraj," Zemědělství, lesnictví, rybářství",2019,28009
Středočeský kraj, Těžba a dobývání,2019,31674
Středočeský kraj, Zpracovatelský průmysl,2019,40840
Středočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2019,47748
Středočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2019,30630
Středočeský kraj, Stavebnictví,2019,28819
Středočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2019,32003
Středočeský kraj, Doprava a skladování,2019,33502
Středočeský kraj," Ubytování, stravování a pohostinství",2019,18993
Středočeský kraj, Informační a komunikační činnosti,2019,40540
Středočeský kraj, Peněžnictví a pojišťovnictví,2019,43626
Středočeský kraj, Činnosti v oblasti nemovitostí,2019,25294
Středočeský kraj," Profesní, vědecké a technické činnosti",2019,35906
Středočeský kraj, Administrativní a podpůrné činnosti,2019,23010
Středočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2019,35408
Středočeský kraj, Vzdělávání,2019,31161
Středočeský kraj, Zdravotní a sociální péče,2019,31490
Středočeský kraj," Kulturní, zábavní a rekreační činnosti",2019,27373
Středočeský kraj, Ostatní činnosti,2019,23033
Ústecký kraj," Zemědělství, lesnictví, rybářství",2019,26063
Ústecký kraj, Těžba a dobývání,2019,33998
Ústecký kraj, Zpracovatelský průmysl,2019,33718
Ústecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2019,47408
Ústecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2019,30025
Ústecký kraj, Stavebnictví,2019,28594
Ústecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2019,25832
Ústecký kraj, Doprava a skladování,2019,31988
Ústecký kraj," Ubytování, stravování a pohostinství",2019,17154
Ústecký kraj, Informační a komunikační činnosti,2019,32929
Ústecký kraj, Peněžnictví a pojišťovnictví,2019,40429
Ústecký kraj, Činnosti v oblasti nemovitostí,2019,22036
Ústecký kraj," Profesní, vědecké a technické činnosti",2019,30368
Ústecký kraj, Administrativní a podpůrné činnosti,2019,18346
Ústecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2019,35564
Ústecký kraj, Vzdělávání,2019,31017
Ústecký kraj, Zdravotní a sociální péče,2019,32402
Ústecký kraj," Kulturní, zábavní a rekreační činnosti",2019,26623
Ústecký kraj, Ostatní činnosti,2019,20513
Vysočina," Zemědělství, lesnictví, rybářství",2019,28376
Vysočina, Těžba a dobývání,2019,33696
Vysočina, Zpracovatelský průmysl,2019,31461
Vysočina," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2019,55182
Vysočina," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2019,28582
Vysočina, Stavebnictví,2019,30560
Vysočina, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2019,26320
Vysočina, Doprava a skladování,2019,28926
Vysočina," Ubytování, stravování a pohostinství",2019,18575
Vysočina, Informační a komunikační činnosti,2019,41745
Vysočina, Peněžnictví a pojišťovnictví,2019,41871
Vysočina, Činnosti v oblasti nemovitostí,2019,23730
Vysočina," Profesní, vědecké a technické činnosti",2019,29696
Vysočina, Administrativní a podpůrné činnosti,2019,21830
Vysočina, Veřejná správa a obrana; povinné sociální zabezpečení,2019,35586
Vysočina, Vzdělávání,2019,30133
Vysočina, Zdravotní a sociální péče,2019,33316
Vysočina," Kulturní, zábavní a rekreační činnosti",2019,25417
Vysočina, Ostatní činnosti,2019,21035
Zlínský kraj," Zemědělství, lesnictví, rybářství",2019,27115
Zlínský kraj, Těžba a dobývání,2019,38399
Zlínský kraj, Zpracovatelský průmysl,2019,31308
Zlínský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2019,36397
Zlínský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2019,29236
Zlínský kraj, Stavebnictví,2019,28594
Zlínský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2019,26251
Zlínský kraj, Doprava a skladování,2019,23498
Zlínský kraj," Ubytování, stravování a pohostinství",2019,17142
Zlínský kraj, Informační a komunikační činnosti,2019,37508
Zlínský kraj, Peněžnictví a pojišťovnictví,2019,41580
Zlínský kraj, Činnosti v oblasti nemovitostí,2019,25484
Zlínský kraj," Profesní, vědecké a technické činnosti",2019,34984
Zlínský kraj, Administrativní a podpůrné činnosti,2019,20954
Zlínský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2019,34841
Zlínský kraj, Vzdělávání,2019,30326
Zlínský kraj, Zdravotní a sociální péče,2019,30961
Zlínský kraj," Kulturní, zábavní a rekreační činnosti",2019,26626
Zlínský kraj, Ostatní činnosti,2019,19529
Jihočeský kraj," Zemědělství, lesnictví, rybářství",2020,28404
Jihočeský kraj, Těžba a dobývání,2020,36013
Jihočeský kraj, Zpracovatelský průmysl,2020,31367
Jihočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,53580
Jihočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,30689
Jihočeský kraj, Stavebnictví,2020,30289
Jihočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,27420
Jihočeský kraj, Doprava a skladování,2020,27557
Jihočeský kraj," Ubytování, stravování a pohostinství",2020,18295
Jihočeský kraj, Informační a komunikační činnosti,2020,36442
Jihočeský kraj, Peněžnictví a pojišťovnictví,2020,44361
Jihočeský kraj, Činnosti v oblasti nemovitostí,2020,24411
Jihočeský kraj," Profesní, vědecké a technické činnosti",2020,31058
Jihočeský kraj, Administrativní a podpůrné činnosti,2020,21674
Jihočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2020,37714
Jihočeský kraj, Vzdělávání,2020,33257
Jihočeský kraj, Zdravotní a sociální péče,2020,39070
Jihočeský kraj," Kulturní, zábavní a rekreační činnosti",2020,28719
Jihočeský kraj, Ostatní činnosti,2020,21576
Jihomoravský kraj," Zemědělství, lesnictví, rybářství",2020,27183
Jihomoravský kraj, Těžba a dobývání,2020,45741
Jihomoravský kraj, Zpracovatelský průmysl,2020,32530
Jihomoravský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,46563
Jihomoravský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,32600
Jihomoravský kraj, Stavebnictví,2020,31191
Jihomoravský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,29924
Jihomoravský kraj, Doprava a skladování,2020,29207
Jihomoravský kraj," Ubytování, stravování a pohostinství",2020,17636
Jihomoravský kraj, Informační a komunikační činnosti,2020,56553
Jihomoravský kraj, Peněžnictví a pojišťovnictví,2020,44490
Jihomoravský kraj, Činnosti v oblasti nemovitostí,2020,25486
Jihomoravský kraj," Profesní, vědecké a technické činnosti",2020,38507
Jihomoravský kraj, Administrativní a podpůrné činnosti,2020,25076
Jihomoravský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2020,37799
Jihomoravský kraj, Vzdělávání,2020,34542
Jihomoravský kraj, Zdravotní a sociální péče,2020,39670
Jihomoravský kraj," Kulturní, zábavní a rekreační činnosti",2020,27732
Jihomoravský kraj, Ostatní činnosti,2020,22766
Karlovarský kraj," Zemědělství, lesnictví, rybářství",2020,29358
Karlovarský kraj, Těžba a dobývání,2020,37103
Karlovarský kraj, Zpracovatelský průmysl,2020,29211
Karlovarský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,39350
Karlovarský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,28935
Karlovarský kraj, Stavebnictví,2020,27935
Karlovarský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,25884
Karlovarský kraj, Doprava a skladování,2020,28739
Karlovarský kraj," Ubytování, stravování a pohostinství",2020,20571
Karlovarský kraj, Informační a komunikační činnosti,2020,30006
Karlovarský kraj, Peněžnictví a pojišťovnictví,2020,42671
Karlovarský kraj, Činnosti v oblasti nemovitostí,2020,24334
Karlovarský kraj," Profesní, vědecké a technické činnosti",2020,26716
Karlovarský kraj, Administrativní a podpůrné činnosti,2020,22240
Karlovarský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2020,37846
Karlovarský kraj, Vzdělávání,2020,33740
Karlovarský kraj, Zdravotní a sociální péče,2020,32889
Karlovarský kraj," Kulturní, zábavní a rekreační činnosti",2020,29491
Karlovarský kraj, Ostatní činnosti,2020,20785
Královéhradecký kraj," Zemědělství, lesnictví, rybářství",2020,31215
Královéhradecký kraj, Těžba a dobývání,2020,29509
Královéhradecký kraj, Zpracovatelský průmysl,2020,33851
Královéhradecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,50662
Královéhradecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,30624
Královéhradecký kraj, Stavebnictví,2020,28824
Královéhradecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,27624
Královéhradecký kraj, Doprava a skladování,2020,29032
Královéhradecký kraj," Ubytování, stravování a pohostinství",2020,18990
Královéhradecký kraj, Informační a komunikační činnosti,2020,43261
Královéhradecký kraj, Peněžnictví a pojišťovnictví,2020,42235
Královéhradecký kraj, Činnosti v oblasti nemovitostí,2020,25187
Královéhradecký kraj," Profesní, vědecké a technické činnosti",2020,30702
Královéhradecký kraj, Administrativní a podpůrné činnosti,2020,23765
Královéhradecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2020,37794
Královéhradecký kraj, Vzdělávání,2020,33196
Královéhradecký kraj, Zdravotní a sociální péče,2020,38448
Královéhradecký kraj," Kulturní, zábavní a rekreační činnosti",2020,26873
Královéhradecký kraj, Ostatní činnosti,2020,20790
Liberecký kraj," Zemědělství, lesnictví, rybářství",2020,26957
Liberecký kraj, Těžba a dobývání,2020,37688
Liberecký kraj, Zpracovatelský průmysl,2020,32563
Liberecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,42139
Liberecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,28923
Liberecký kraj, Stavebnictví,2020,29908
Liberecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,26710
Liberecký kraj, Doprava a skladování,2020,32092
Liberecký kraj," Ubytování, stravování a pohostinství",2020,17458
Liberecký kraj, Informační a komunikační činnosti,2020,45974
Liberecký kraj, Peněžnictví a pojišťovnictví,2020,41731
Liberecký kraj, Činnosti v oblasti nemovitostí,2020,25730
Liberecký kraj," Profesní, vědecké a technické činnosti",2020,35193
Liberecký kraj, Administrativní a podpůrné činnosti,2020,18130
Liberecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2020,36980
Liberecký kraj, Vzdělávání,2020,33498
Liberecký kraj, Zdravotní a sociální péče,2020,37092
Liberecký kraj," Kulturní, zábavní a rekreační činnosti",2020,26382
Liberecký kraj, Ostatní činnosti,2020,20553
Moravskoslezský kraj," Zemědělství, lesnictví, rybářství",2020,27001
Moravskoslezský kraj, Těžba a dobývání,2020,37569
Moravskoslezský kraj, Zpracovatelský průmysl,2020,32421
Moravskoslezský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,44251
Moravskoslezský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,30634
Moravskoslezský kraj, Stavebnictví,2020,27366
Moravskoslezský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,26126
Moravskoslezský kraj, Doprava a skladování,2020,29021
Moravskoslezský kraj," Ubytování, stravování a pohostinství",2020,15633
Moravskoslezský kraj, Informační a komunikační činnosti,2020,45356
Moravskoslezský kraj, Peněžnictví a pojišťovnictví,2020,38490
Moravskoslezský kraj, Činnosti v oblasti nemovitostí,2020,28421
Moravskoslezský kraj," Profesní, vědecké a technické činnosti",2020,30390
Moravskoslezský kraj, Administrativní a podpůrné činnosti,2020,20471
Moravskoslezský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2020,38420
Moravskoslezský kraj, Vzdělávání,2020,33328
Moravskoslezský kraj, Zdravotní a sociální péče,2020,37430
Moravskoslezský kraj," Kulturní, zábavní a rekreační činnosti",2020,27451
Moravskoslezský kraj, Ostatní činnosti,2020,21667
Olomouckáý kraj," Zemědělství, lesnictví, rybářství",2020,28227
Olomouckáý kraj, Těžba a dobývání,2020,37228
Olomouckáý kraj, Zpracovatelský průmysl,2020,31147
Olomouckáý kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,43141
Olomouckáý kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,28042
Olomouckáý kraj, Stavebnictví,2020,30052
Olomouckáý kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,27990
Olomouckáý kraj, Doprava a skladování,2020,29221
Olomouckáý kraj," Ubytování, stravování a pohostinství",2020,17112
Olomouckáý kraj, Informační a komunikační činnosti,2020,40631
Olomouckáý kraj, Peněžnictví a pojišťovnictví,2020,39409
Olomouckáý kraj, Činnosti v oblasti nemovitostí,2020,24978
Olomouckáý kraj," Profesní, vědecké a technické činnosti",2020,31551
Olomouckáý kraj, Administrativní a podpůrné činnosti,2020,16027
Olomouckáý kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2020,37375
Olomouckáý kraj, Vzdělávání,2020,33758
Olomouckáý kraj, Zdravotní a sociální péče,2020,39741
Olomouckáý kraj," Kulturní, zábavní a rekreační činnosti",2020,26630
Olomouckáý kraj, Ostatní činnosti,2020,20954
Pardubický kraj," Zemědělství, lesnictví, rybářství",2020,28828
Pardubický kraj, Těžba a dobývání,2020,40316
Pardubický kraj, Zpracovatelský průmysl,2020,32098
Pardubický kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,44887
Pardubický kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,31006
Pardubický kraj, Stavebnictví,2020,30659
Pardubický kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,27058
Pardubický kraj, Doprava a skladování,2020,29503
Pardubický kraj," Ubytování, stravování a pohostinství",2020,18111
Pardubický kraj, Informační a komunikační činnosti,2020,36560
Pardubický kraj, Peněžnictví a pojišťovnictví,2020,40914
Pardubický kraj, Činnosti v oblasti nemovitostí,2020,24972
Pardubický kraj," Profesní, vědecké a technické činnosti",2020,31088
Pardubický kraj, Administrativní a podpůrné činnosti,2020,20383
Pardubický kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2020,36845
Pardubický kraj, Vzdělávání,2020,33623
Pardubický kraj, Zdravotní a sociální péče,2020,33811
Pardubický kraj," Kulturní, zábavní a rekreační činnosti",2020,26775
Pardubický kraj, Ostatní činnosti,2020,22283
Plzeňský kraj," Zemědělství, lesnictví, rybářství",2020,31152
Plzeňský kraj, Těžba a dobývání,2020,35355
Plzeňský kraj, Zpracovatelský průmysl,2020,35129
Plzeňský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,47230
Plzeňský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,32245
Plzeňský kraj, Stavebnictví,2020,31462
Plzeňský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,28981
Plzeňský kraj, Doprava a skladování,2020,30774
Plzeňský kraj," Ubytování, stravování a pohostinství",2020,17786
Plzeňský kraj, Informační a komunikační činnosti,2020,51188
Plzeňský kraj, Peněžnictví a pojišťovnictví,2020,44835
Plzeňský kraj, Činnosti v oblasti nemovitostí,2020,26212
Plzeňský kraj," Profesní, vědecké a technické činnosti",2020,35353
Plzeňský kraj, Administrativní a podpůrné činnosti,2020,20250
Plzeňský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2020,39089
Plzeňský kraj, Vzdělávání,2020,33477
Plzeňský kraj, Zdravotní a sociální péče,2020,40975
Plzeňský kraj," Kulturní, zábavní a rekreační činnosti",2020,30504
Plzeňský kraj, Ostatní činnosti,2020,23162
Praha," Zemědělství, lesnictví, rybářství",2020,21418
Praha, Těžba a dobývání,2020,43601
Praha, Zpracovatelský průmysl,2020,40749
Praha," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,70420
Praha," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,36612
Praha, Stavebnictví,2020,33912
Praha, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,40896
Praha, Doprava a skladování,2020,37134
Praha," Ubytování, stravování a pohostinství",2020,20663
Praha, Informační a komunikační činnosti,2020,72724
Praha, Peněžnictví a pojišťovnictví,2020,71993
Praha, Činnosti v oblasti nemovitostí,2020,31076
Praha," Profesní, vědecké a technické činnosti",2020,49604
Praha, Administrativní a podpůrné činnosti,2020,24898
Praha, Veřejná správa a obrana; povinné sociální zabezpečení,2020,47616
Praha, Vzdělávání,2020,35391
Praha, Zdravotní a sociální péče,2020,42913
Praha," Kulturní, zábavní a rekreační činnosti",2020,37214
Praha, Ostatní činnosti,2020,27252
Středočeský kraj," Zemědělství, lesnictví, rybářství",2020,29117
Středočeský kraj, Těžba a dobývání,2020,32797
Středočeský kraj, Zpracovatelský průmysl,2020,41314
Středočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,50444
Středočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,31885
Středočeský kraj, Stavebnictví,2020,29717
Středočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,33105
Středočeský kraj, Doprava a skladování,2020,33208
Středočeský kraj," Ubytování, stravování a pohostinství",2020,19203
Středočeský kraj, Informační a komunikační činnosti,2020,37806
Středočeský kraj, Peněžnictví a pojišťovnictví,2020,43948
Středočeský kraj, Činnosti v oblasti nemovitostí,2020,25645
Středočeský kraj," Profesní, vědecké a technické činnosti",2020,36781
Středočeský kraj, Administrativní a podpůrné činnosti,2020,25271
Středočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2020,37283
Středočeský kraj, Vzdělávání,2020,33560
Středočeský kraj, Zdravotní a sociální péče,2020,35980
Středočeský kraj," Kulturní, zábavní a rekreační činnosti",2020,27345
Středočeský kraj, Ostatní činnosti,2020,23590
Ústecký kraj," Zemědělství, lesnictví, rybářství",2020,27141
Ústecký kraj, Těžba a dobývání,2020,35485
Ústecký kraj, Zpracovatelský průmysl,2020,34263
Ústecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,50031
Ústecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,31303
Ústecký kraj, Stavebnictví,2020,29534
Ústecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,26773
Ústecký kraj, Doprava a skladování,2020,32487
Ústecký kraj," Ubytování, stravování a pohostinství",2020,17033
Ústecký kraj, Informační a komunikační činnosti,2020,34400
Ústecký kraj, Peněžnictví a pojišťovnictví,2020,40462
Ústecký kraj, Činnosti v oblasti nemovitostí,2020,22275
Ústecký kraj," Profesní, vědecké a technické činnosti",2020,31972
Ústecký kraj, Administrativní a podpůrné činnosti,2020,19546
Ústecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2020,37375
Ústecký kraj, Vzdělávání,2020,33401
Ústecký kraj, Zdravotní a sociální péče,2020,38007
Ústecký kraj," Kulturní, zábavní a rekreační činnosti",2020,26794
Ústecký kraj, Ostatní činnosti,2020,22109
Vysočina," Zemědělství, lesnictví, rybářství",2020,29511
Vysočina, Těžba a dobývání,2020,35023
Vysočina, Zpracovatelský průmysl,2020,31741
Vysočina," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,59260
Vysočina," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,29703
Vysočina, Stavebnictví,2020,31652
Vysočina, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,27139
Vysočina, Doprava a skladování,2020,30002
Vysočina," Ubytování, stravování a pohostinství",2020,17755
Vysočina, Informační a komunikační činnosti,2020,40857
Vysočina, Peněžnictví a pojišťovnictví,2020,42922
Vysočina, Činnosti v oblasti nemovitostí,2020,24164
Vysočina," Profesní, vědecké a technické činnosti",2020,31770
Vysočina, Administrativní a podpůrné činnosti,2020,19175
Vysočina, Veřejná správa a obrana; povinné sociální zabezpečení,2020,37203
Vysočina, Vzdělávání,2020,33347
Vysočina, Zdravotní a sociální péče,2020,37656
Vysočina," Kulturní, zábavní a rekreační činnosti",2020,25894
Vysočina, Ostatní činnosti,2020,21307
Zlínský kraj," Zemědělství, lesnictví, rybářství",2020,28186
Zlínský kraj, Těžba a dobývání,2020,33751
Zlínský kraj, Zpracovatelský průmysl,2020,31456
Zlínský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,38031
Zlínský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2020,30462
Zlínský kraj, Stavebnictví,2020,29015
Zlínský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2020,27330
Zlínský kraj, Doprava a skladování,2020,23779
Zlínský kraj," Ubytování, stravování a pohostinství",2020,17087
Zlínský kraj, Informační a komunikační činnosti,2020,38785
Zlínský kraj, Peněžnictví a pojišťovnictví,2020,42495
Zlínský kraj, Činnosti v oblasti nemovitostí,2020,26140
Zlínský kraj," Profesní, vědecké a technické činnosti",2020,34518
Zlínský kraj, Administrativní a podpůrné činnosti,2020,21808
Zlínský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2020,36574
Zlínský kraj, Vzdělávání,2020,33332
Zlínský kraj, Zdravotní a sociální péče,2020,34297
Zlínský kraj," Kulturní, zábavní a rekreační činnosti",2020,27019
Zlínský kraj, Ostatní činnosti,2020,20342
Jihočeský kraj," Zemědělství, lesnictví, rybářství",2021,29727
Jihočeský kraj, Těžba a dobývání,2021,37501
Jihočeský kraj, Zpracovatelský průmysl,2021,33663
Jihočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,56491
Jihočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2021,31487
Jihočeský kraj, Stavebnictví,2021,31972
Jihočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2021,28638
Jihočeský kraj, Doprava a skladování,2021,30143
Jihočeský kraj," Ubytování, stravování a pohostinství",2021,20395
