Kraj,Rok,Odvetvi,Pocet_zamestnancu
Středočeský kraj,2001,Stavebnictví,52316
Středočeský kraj,2001,Těžba a dobývání,3168
Středočeský kraj,2001,"Ubytování, stravování a pohostinství",18498
Středočeský kraj,2001,Velkoobchod a maloob.; opr. mot. vozidel,71134
Středočeský kraj,2001,Veřejná správa a obrana; pov. soc. zabezp.,39069
Středočeský kraj,2001,Vzdělávání,29780
Středočeský kraj,2001,"Výroba a rozvod elektřiny, plynu, tepla",8627
Středočeský kraj,2001,Zdravotní a sociální péče,28433
Středočeský kraj,2001,"Zemědělství, lesnictví a rybářství",28057
Středočeský kraj,2001,Zpracovatelský průmysl,136119
Středočeský kraj,2001,Zásob. vodou; činnosti souvis. s odpady,6071
Středočeský kraj,2001,Činnosti v oblasti nemovitostí,2421
Středočeský kraj,2002,Administrativní a podpůrné činnosti,13705
Středočeský kraj,2002,Doprava a skladování,43678
Středočeský kraj,2002,Informační a komunikační činnosti,11696
Středočeský kraj,2002,"Kulturní, zábavní a rekreační činnosti",4390
Středočeský kraj,2002,Ostatní činnosti,11935
Středočeský kraj,2002,Peněžnictví a pojišťovnictví,9540
Středočeský kraj,2002,"Profesní, vědecké a technické činnosti",16401
Středočeský kraj,2002,Stavebnictví,54054
Středočeský kraj,2002,Těžba a dobývání,3148
Středočeský kraj,2002,"Ubytování, stravování a pohostinství",17474
Středočeský kraj,2002,Velkoobchod a maloob.; opr. mot. vozidel,74757
Středočeský kraj,2002,Veřejná správa a obrana; pov. soc. zabezp.,41511
Středočeský kraj,2002,Vzdělávání,32421
Středočeský kraj,2002,"Výroba a rozvod elektřiny, plynu, tepla",6870
Středočeský kraj,2002,Zdravotní a sociální péče,28980
Středočeský kraj,2002,"Zemědělství, lesnictví a rybářství",26666
Středočeský kraj,2002,Zpracovatelský průmysl,140642
Středočeský kraj,2002,Zásob. vodou; činnosti souvis. s odpady,6055
Středočeský kraj,2002,Činnosti v oblasti nemovitostí,3229
Středočeský kraj,2003,Administrativní a podpůrné činnosti,12930
Středočeský kraj,2003,Doprava a skladování,46153
Středočeský kraj,2003,Informační a komunikační činnosti,10420
Středočeský kraj,2003,"Kulturní, zábavní a rekreační činnosti",7588
Středočeský kraj,2003,Ostatní činnosti,14505
Středočeský kraj,2003,Peněžnictví a pojišťovnictví,11226
Středočeský kraj,2003,"Profesní, vědecké a technické činnosti",16556
Středočeský kraj,2003,Stavebnictví,52345
Středočeský kraj,2003,Těžba a dobývání,1299
Středočeský kraj,2003,"Ubytování, stravování a pohostinství",20672
Středočeský kraj,2003,Velkoobchod a maloob.; opr. mot. vozidel,69740
Středočeský kraj,2003,Veřejná správa a obrana; pov. soc. zabezp.,41769
Středočeský kraj,2003,Vzdělávání,29675
Středočeský kraj,2003,"Výroba a rozvod elektřiny, plynu, tepla",5747
Středočeský kraj,2003,Zdravotní a sociální péče,29901
Středočeský kraj,2003,"Zemědělství, lesnictví a rybářství",28186
Středočeský kraj,2003,Zpracovatelský průmysl,136961
Středočeský kraj,2003,Zásob. vodou; činnosti souvis. s odpady,6582
Středočeský kraj,2003,Činnosti v oblasti nemovitostí,3606
Středočeský kraj,2004,Administrativní a podpůrné činnosti,12492
Středočeský kraj,2004,Doprava a skladování,47603
Středočeský kraj,2004,Informační a komunikační činnosti,10979
Středočeský kraj,2004,"Kulturní, zábavní a rekreační činnosti",7357
Středočeský kraj,2004,Ostatní činnosti,11910
Středočeský kraj,2004,Peněžnictví a pojišťovnictví,9520
Středočeský kraj,2004,"Profesní, vědecké a technické činnosti",17086
Středočeský kraj,2004,Stavebnictví,52689
Středočeský kraj,2004,Těžba a dobývání,2032
Středočeský kraj,2004,"Ubytování, stravování a pohostinství",21302
Středočeský kraj,2004,Velkoobchod a maloob.; opr. mot. vozidel,78142
Středočeský kraj,2004,Veřejná správa a obrana; pov. soc. zabezp.,40042
Středočeský kraj,2004,Vzdělávání,29311
Středočeský kraj,2004,"Výroba a rozvod elektřiny, plynu, tepla",7233
Středočeský kraj,2004,Zdravotní a sociální péče,30644
Středočeský kraj,2004,"Zemědělství, lesnictví a rybářství",24756
Středočeský kraj,2004,Zpracovatelský průmysl,134078
Středočeský kraj,2004,Zásob. vodou; činnosti souvis. s odpady,5291
Středočeský kraj,2004,Činnosti v oblasti nemovitostí,3776
Středočeský kraj,2005,Administrativní a podpůrné činnosti,12556
Středočeský kraj,2005,Doprava a skladování,48659
Středočeský kraj,2005,Informační a komunikační činnosti,12206
Středočeský kraj,2005,"Kulturní, zábavní a rekreační činnosti",9074
Středočeský kraj,2005,Ostatní činnosti,11598
Středočeský kraj,2005,Peněžnictví a pojišťovnictví,11410
Středočeský kraj,2005,"Profesní, vědecké a technické činnosti",16918
Středočeský kraj,2005,Stavebnictví,53819
Středočeský kraj,2005,Těžba a dobývání,1408
Středočeský kraj,2005,"Ubytování, stravování a pohostinství",18399
Středočeský kraj,2005,Velkoobchod a maloob.; opr. mot. vozidel,75613
Středočeský kraj,2005,Veřejná správa a obrana; pov. soc. zabezp.,38788
Středočeský kraj,2005,Vzdělávání,29631
Středočeský kraj,2005,"Výroba a rozvod elektřiny, plynu, tepla",5574
Středočeský kraj,2005,Zdravotní a sociální péče,32521
Středočeský kraj,2005,"Zemědělství, lesnictví a rybářství",21623
Středočeský kraj,2005,Zpracovatelský průmysl,143374
Středočeský kraj,2005,Zásob. vodou; činnosti souvis. s odpady,3964
Středočeský kraj,2005,Činnosti v oblasti nemovitostí,2809
Středočeský kraj,2006,Administrativní a podpůrné činnosti,15228
Středočeský kraj,2006,Doprava a skladování,47880
Středočeský kraj,2006,Informační a komunikační činnosti,12447
Středočeský kraj,2006,"Kulturní, zábavní a rekreační činnosti",8304
Středočeský kraj,2006,Ostatní činnosti,10510
Středočeský kraj,2006,Peněžnictví a pojišťovnictví,12732
Středočeský kraj,2006,"Profesní, vědecké a technické činnosti",20388
Středočeský kraj,2006,Stavebnictví,56924
Středočeský kraj,2006,Těžba a dobývání,1722
Středočeský kraj,2006,"Ubytování, stravování a pohostinství",25157
Středočeský kraj,2006,Velkoobchod a maloob.; opr. mot. vozidel,72257
Středočeský kraj,2006,Veřejná správa a obrana; pov. soc. zabezp.,39517
Středočeský kraj,2006,Vzdělávání,28005
Středočeský kraj,2006,"Výroba a rozvod elektřiny, plynu, tepla",5511
Středočeský kraj,2006,Zdravotní a sociální péče,32912
Středočeský kraj,2006,"Zemědělství, lesnictví a rybářství",22276
Středočeský kraj,2006,Zpracovatelský průmysl,145306
Středočeský kraj,2006,Zásob. vodou; činnosti souvis. s odpady,5656
Středočeský kraj,2006,Činnosti v oblasti nemovitostí,1973
Středočeský kraj,2007,Administrativní a podpůrné činnosti,15985
Středočeský kraj,2007,Doprava a skladování,49564
Středočeský kraj,2007,Informační a komunikační činnosti,11328
Středočeský kraj,2007,"Kulturní, zábavní a rekreační činnosti",7269
Středočeský kraj,2007,Ostatní činnosti,11191
Středočeský kraj,2007,Peněžnictví a pojišťovnictví,14650
Středočeský kraj,2007,"Profesní, vědecké a technické činnosti",20824
Středočeský kraj,2007,Stavebnictví,57740
Středočeský kraj,2007,Těžba a dobývání,2371
Středočeský kraj,2007,"Ubytování, stravování a pohostinství",19135
Středočeský kraj,2007,Velkoobchod a maloob.; opr. mot. vozidel,78247
Středočeský kraj,2007,Veřejná správa a obrana; pov. soc. zabezp.,40802
Středočeský kraj,2007,Vzdělávání,26825
Středočeský kraj,2007,"Výroba a rozvod elektřiny, plynu, tepla",7760
Středočeský kraj,2007,Zdravotní a sociální péče,31654
Středočeský kraj,2007,"Zemědělství, lesnictví a rybářství",22110
Středočeský kraj,2007,Zpracovatelský průmysl,154734
Středočeský kraj,2007,Zásob. vodou; činnosti souvis. s odpady,6004
Středočeský kraj,2007,Činnosti v oblasti nemovitostí,2444
Středočeský kraj,2008,Administrativní a podpůrné činnosti,16721
Středočeský kraj,2008,Doprava a skladování,53673
Středočeský kraj,2008,Informační a komunikační činnosti,10984
Středočeský kraj,2008,"Kulturní, zábavní a rekreační činnosti",9061
Středočeský kraj,2008,Ostatní činnosti,12593
Středočeský kraj,2008,Peněžnictví a pojišťovnictví,14427
Středočeský kraj,2008,"Profesní, vědecké a technické činnosti",22478
Středočeský kraj,2008,Stavebnictví,58848
Středočeský kraj,2008,Těžba a dobývání,2565
Středočeský kraj,2008,"Ubytování, stravování a pohostinství",19658
Středočeský kraj,2008,Velkoobchod a maloob.; opr. mot. vozidel,77955
Středočeský kraj,2008,Veřejná správa a obrana; pov. soc. zabezp.,36537
Středočeský kraj,2008,Vzdělávání,31529
Středočeský kraj,2008,"Výroba a rozvod elektřiny, plynu, tepla",7533
Středočeský kraj,2008,Zdravotní a sociální péče,30068
Středočeský kraj,2008,"Zemědělství, lesnictví a rybářství",18235
Středočeský kraj,2008,Zpracovatelský průmysl,166645
Středočeský kraj,2008,Zásob. vodou; činnosti souvis. s odpady,5844
Středočeský kraj,2008,Činnosti v oblasti nemovitostí,3241
Středočeský kraj,2009,Administrativní a podpůrné činnosti,15418
Středočeský kraj,2009,Doprava a skladování,51324
Středočeský kraj,2009,Informační a komunikační činnosti,15419
Středočeský kraj,2009,"Kulturní, zábavní a rekreační činnosti",8774
Středočeský kraj,2009,Ostatní činnosti,12055
Středočeský kraj,2009,Peněžnictví a pojišťovnictví,15164
Středočeský kraj,2009,"Profesní, vědecké a technické činnosti",23779
Středočeský kraj,2009,Stavebnictví,61677
Středočeský kraj,2009,Těžba a dobývání,1227
Středočeský kraj,2009,"Ubytování, stravování a pohostinství",21924
Středočeský kraj,2009,Velkoobchod a maloob.; opr. mot. vozidel,80456
Středočeský kraj,2009,Veřejná správa a obrana; pov. soc. zabezp.,40994
Středočeský kraj,2009,Vzdělávání,31742
Středočeský kraj,2009,"Výroba a rozvod elektřiny, plynu, tepla",5273
Středočeský kraj,2009,Zdravotní a sociální péče,32643
Středočeský kraj,2009,"Zemědělství, lesnictví a rybářství",17421
Středočeský kraj,2009,Zpracovatelský průmysl,151298
Středočeský kraj,2009,Zásob. vodou; činnosti souvis. s odpady,7582
Středočeský kraj,2009,Činnosti v oblasti nemovitostí,5477
Středočeský kraj,2010,Administrativní a podpůrné činnosti,16716
Středočeský kraj,2010,Doprava a skladování,55285
Středočeský kraj,2010,Informační a komunikační činnosti,17640
Středočeský kraj,2010,"Kulturní, zábavní a rekreační činnosti",8124
Středočeský kraj,2010,Ostatní činnosti,13224
Středočeský kraj,2010,Peněžnictví a pojišťovnictví,14392
Středočeský kraj,2010,"Profesní, vědecké a technické činnosti",21957
Středočeský kraj,2010,Stavebnictví,61100
Středočeský kraj,2010,Těžba a dobývání,1908
Středočeský kraj,2010,"Ubytování, stravování a pohostinství",20293
Středočeský kraj,2010,Velkoobchod a maloob.; opr. mot. vozidel,77812
Středočeský kraj,2010,Veřejná správa a obrana; pov. soc. zabezp.,42309
Středočeský kraj,2010,Vzdělávání,31699
Středočeský kraj,2010,"Výroba a rozvod elektřiny, plynu, tepla",7718
Středočeský kraj,2010,Zdravotní a sociální péče,34309
Středočeský kraj,2010,"Zemědělství, lesnictví a rybářství",18141
Středočeský kraj,2010,Zpracovatelský průmysl,144355
Středočeský kraj,2010,Zásob. vodou; činnosti souvis. s odpady,6460
Středočeský kraj,2010,Činnosti v oblasti nemovitostí,6767
Středočeský kraj,2011,Administrativní a podpůrné činnosti,13295
Středočeský kraj,2011,Doprava a skladování,53956
Středočeský kraj,2011,Informační a komunikační činnosti,20231
Středočeský kraj,2011,"Kulturní, zábavní a rekreační činnosti",9886
Středočeský kraj,2011,Ostatní činnosti,12898
Středočeský kraj,2011,Peněžnictví a pojišťovnictví,19028
Středočeský kraj,2011,"Profesní, vědecké a technické činnosti",25742
Středočeský kraj,2011,Stavebnictví,52767
Středočeský kraj,2011,Těžba a dobývání,1577
Středočeský kraj,2011,"Ubytování, stravování a pohostinství",25742
Středočeský kraj,2011,Velkoobchod a maloob.; opr. mot. vozidel,80642
Středočeský kraj,2011,Veřejná správa a obrana; pov. soc. zabezp.,36415
Středočeský kraj,2011,Vzdělávání,32951
Středočeský kraj,2011,"Výroba a rozvod elektřiny, plynu, tepla",7091
Středočeský kraj,2011,Zdravotní a sociální péče,35836
Středočeský kraj,2011,"Zemědělství, lesnictví a rybářství",17437
Středočeský kraj,2011,Zpracovatelský průmysl,150869
Středočeský kraj,2011,Zásob. vodou; činnosti souvis. s odpady,6112
Středočeský kraj,2011,Činnosti v oblasti nemovitostí,6736
Středočeský kraj,2012,Administrativní a podpůrné činnosti,16813
Středočeský kraj,2012,Doprava a skladování,53979
Středočeský kraj,2012,Informační a komunikační činnosti,17796
Středočeský kraj,2012,"Kulturní, zábavní a rekreační činnosti",10772
Středočeský kraj,2012,Ostatní činnosti,12701
Středočeský kraj,2012,Peněžnictví a pojišťovnictví,22255
Středočeský kraj,2012,"Profesní, vědecké a technické činnosti",26746
Středočeský kraj,2012,Stavebnictví,54196
Středočeský kraj,2012,Těžba a dobývání,1546
Středočeský kraj,2012,"Ubytování, stravování a pohostinství",24241
Středočeský kraj,2012,Velkoobchod a maloob.; opr. mot. vozidel,82650
Středočeský kraj,2012,Veřejná správa a obrana; pov. soc. zabezp.,33763
Středočeský kraj,2012,Vzdělávání,39220
Středočeský kraj,2012,"Výroba a rozvod elektřiny, plynu, tepla",4460
Středočeský kraj,2012,Zdravotní a sociální péče,35907
Středočeský kraj,2012,"Zemědělství, lesnictví a rybářství",16152
Středočeský kraj,2012,Zpracovatelský průmysl,156158
Středočeský kraj,2012,Zásob. vodou; činnosti souvis. s odpady,5693
Středočeský kraj,2012,Činnosti v oblasti nemovitostí,6246
Středočeský kraj,2013,Administrativní a podpůrné činnosti,18594
Středočeský kraj,2013,Doprava a skladování,50018
Středočeský kraj,2013,Informační a komunikační činnosti,20959
Středočeský kraj,2013,"Kulturní, zábavní a rekreační činnosti",10526
Středočeský kraj,2013,Ostatní činnosti,11865
Středočeský kraj,2013,Peněžnictví a pojišťovnictví,21911
Středočeský kraj,2013,"Profesní, vědecké a technické činnosti",30730
Středočeský kraj,2013,Stavebnictví,51670
Středočeský kraj,2013,Těžba a dobývání,1180
Středočeský kraj,2013,"Ubytování, stravování a pohostinství",23930
Středočeský kraj,2013,Velkoobchod a maloob.; opr. mot. vozidel,83678
Středočeský kraj,2013,Veřejná správa a obrana; pov. soc. zabezp.,38463
Středočeský kraj,2013,Vzdělávání,35965
Středočeský kraj,2013,"Výroba a rozvod elektřiny, plynu, tepla",4461
Středočeský kraj,2013,Zdravotní a sociální péče,39937
Středočeský kraj,2013,"Zemědělství, lesnictví a rybářství",17582
Středočeský kraj,2013,Zpracovatelský průmysl,149274
Středočeský kraj,2013,Zásob. vodou; činnosti souvis. s odpady,5729
Středočeský kraj,2013,Činnosti v oblasti nemovitostí,7917
Středočeský kraj,2014,Administrativní a podpůrné činnosti,18280
Středočeský kraj,2014,Doprava a skladování,48415
Středočeský kraj,2014,Informační a komunikační činnosti,19552
Středočeský kraj,2014,"Kulturní, zábavní a rekreační činnosti",7820
Středočeský kraj,2014,Ostatní činnosti,12810
Středočeský kraj,2014,Peněžnictví a pojišťovnictví,16274
Středočeský kraj,2014,"Profesní, vědecké a technické činnosti",33948
Středočeský kraj,2014,Stavebnictví,54100
Středočeský kraj,2014,Těžba a dobývání,2473
Středočeský kraj,2014,"Ubytování, stravování a pohostinství",26291
Středočeský kraj,2014,Velkoobchod a maloob.; opr. mot. vozidel,82995
Středočeský kraj,2014,Veřejná správa a obrana; pov. soc. zabezp.,43917
Středočeský kraj,2014,Vzdělávání,41457
Středočeský kraj,2014,"Výroba a rozvod elektřiny, plynu, tepla",5035
Středočeský kraj,2014,Zdravotní a sociální péče,41913
Středočeský kraj,2014,"Zemědělství, lesnictví a rybářství",15743
Středočeský kraj,2014,Zpracovatelský průmysl,147949
Středočeský kraj,2014,Zásob. vodou; činnosti souvis. s odpady,7005
Středočeský kraj,2014,Činnosti v oblasti nemovitostí,6134
Středočeský kraj,2015,Administrativní a podpůrné činnosti,15602
Středočeský kraj,2015,Doprava a skladování,53628
Středočeský kraj,2015,Informační a komunikační činnosti,19713
Středočeský kraj,2015,"Kulturní, zábavní a rekreační činnosti",9279
Středočeský kraj,2015,Ostatní činnosti,12883
Středočeský kraj,2015,Peněžnictví a pojišťovnictví,14672
Středočeský kraj,2015,"Profesní, vědecké a technické činnosti",36942
Středočeský kraj,2015,Stavebnictví,49425
Středočeský kraj,2015,Těžba a dobývání,1892
Středočeský kraj,2015,"Ubytování, stravování a pohostinství",24535
Středočeský kraj,2015,Velkoobchod a maloob.; opr. mot. vozidel,88157
Středočeský kraj,2015,Veřejná správa a obrana; pov. soc. zabezp.,44670
Středočeský kraj,2015,Vzdělávání,39204
Středočeský kraj,2015,"Výroba a rozvod elektřiny, plynu, tepla",4554
Středočeský kraj,2015,Zdravotní a sociální péče,42285
Středočeský kraj,2015,"Zemědělství, lesnictví a rybářství",17623
Středočeský kraj,2015,Zpracovatelský průmysl,156395
Středočeský kraj,2015,Zásob. vodou; činnosti souvis. s odpady,7513
Středočeský kraj,2015,Činnosti v oblasti nemovitostí,6201
Středočeský kraj,2016,Administrativní a podpůrné činnosti,16960
Středočeský kraj,2016,Doprava a skladování,50916
Středočeský kraj,2016,Informační a komunikační činnosti,18177
Středočeský kraj,2016,"Kulturní, zábavní a rekreační činnosti",12466
Středočeský kraj,2016,Ostatní činnosti,10529
Středočeský kraj,2016,Peněžnictví a pojišťovnictví,13215
Středočeský kraj,2016,"Profesní, vědecké a technické činnosti",37347
Středočeský kraj,2016,Stavebnictví,50791
Středočeský kraj,2016,Těžba a dobývání,1738
Středočeský kraj,2016,"Ubytování, stravování a pohostinství",25494
Středočeský kraj,2016,Velkoobchod a maloob.; opr. mot. vozidel,85519
Středočeský kraj,2016,Veřejná správa a obrana; pov. soc. zabezp.,43631
Středočeský kraj,2016,Vzdělávání,36650
Středočeský kraj,2016,"Výroba a rozvod elektřiny, plynu, tepla",6502
Středočeský kraj,2016,Zdravotní a sociální péče,45103
Středočeský kraj,2016,"Zemědělství, lesnictví a rybářství",20191
Středočeský kraj,2016,Zpracovatelský průmysl,162433
Středočeský kraj,2016,Zásob. vodou; činnosti souvis. s odpady,5739
Středočeský kraj,2016,Činnosti v oblasti nemovitostí,4946
Středočeský kraj,2017,Administrativní a podpůrné činnosti,15850
Středočeský kraj,2017,Doprava a skladování,52173
Středočeský kraj,2017,Informační a komunikační činnosti,19231
Středočeský kraj,2017,"Kulturní, zábavní a rekreační činnosti",11292
Středočeský kraj,2017,Ostatní činnosti,11678
Středočeský kraj,2017,Peněžnictví a pojišťovnictví,16841
Středočeský kraj,2017,"Profesní, vědecké a technické činnosti",40981
Středočeský kraj,2017,Stavebnictví,50602
Středočeský kraj,2017,Těžba a dobývání,1338
Středočeský kraj,2017,"Ubytování, stravování a pohostinství",24539
Středočeský kraj,2017,Velkoobchod a maloob.; opr. mot. vozidel,87256
Středočeský kraj,2017,Veřejná správa a obrana; pov. soc. zabezp.,42482
Středočeský kraj,2017,Vzdělávání,38876
Středočeský kraj,2017,"Výroba a rozvod elektřiny, plynu, tepla",5275
Středočeský kraj,2017,Zdravotní a sociální péče,43781
Středočeský kraj,2017,"Zemědělství, lesnictví a rybářství",19375
Středočeský kraj,2017,Zpracovatelský průmysl,169464
Středočeský kraj,2017,Zásob. vodou; činnosti souvis. s odpady,6393
Středočeský kraj,2017,Činnosti v oblasti nemovitostí,7428
Středočeský kraj,2018,Administrativní a podpůrné činnosti,15512
Středočeský kraj,2018,Doprava a skladování,54832
Středočeský kraj,2018,Informační a komunikační činnosti,21116
Středočeský kraj,2018,"Kulturní, zábavní a rekreační činnosti",11513
Středočeský kraj,2018,Ostatní činnosti,13358
Středočeský kraj,2018,Peněžnictví a pojišťovnictví,17846
Středočeský kraj,2018,"Profesní, vědecké a technické činnosti",37014
Středočeský kraj,2018,Stavebnictví,46666
Středočeský kraj,2018,Těžba a dobývání,1037
Středočeský kraj,2018,"Ubytování, stravování a pohostinství",26241
Středočeský kraj,2018,Velkoobchod a maloob.; opr. mot. vozidel,87825
Středočeský kraj,2018,Veřejná správa a obrana; pov. soc. zabezp.,47327
Středočeský kraj,2018,Vzdělávání,45427
Středočeský kraj,2018,"Výroba a rozvod elektřiny, plynu, tepla",7379
Středočeský kraj,2018,Zdravotní a sociální péče,44614
Středočeský kraj,2018,"Zemědělství, lesnictví a rybářství",20202
Středočeský kraj,2018,Zpracovatelský průmysl,166532
Středočeský kraj,2018,Zásob. vodou; činnosti souvis. s odpady,5920
Středočeský kraj,2018,Činnosti v oblasti nemovitostí,7915
Středočeský kraj,2019,Administrativní a podpůrné činnosti,18835
Středočeský kraj,2019,Doprava a skladování,62089
Středočeský kraj,2019,Informační a komunikační činnosti,23863
Středočeský kraj,2019,"Kulturní, zábavní a rekreační činnosti",12612
Středočeský kraj,2019,Ostatní činnosti,14297
Středočeský kraj,2019,Peněžnictví a pojišťovnictví,16473
Středočeský kraj,2019,"Profesní, vědecké a technické činnosti",32659
Středočeský kraj,2019,Stavebnictví,53949
Středočeský kraj,2019,Těžba a dobývání,663
Středočeský kraj,2019,"Ubytování, stravování a pohostinství",25905
Středočeský kraj,2019,Velkoobchod a maloob.; opr. mot. vozidel,84006
Středočeský kraj,2019,Veřejná správa a obrana; pov. soc. zabezp.,47100
Středočeský kraj,2019,Vzdělávání,47358
Středočeský kraj,2019,"Výroba a rozvod elektřiny, plynu, tepla",7428
Středočeský kraj,2019,Zdravotní a sociální péče,47864
Středočeský kraj,2019,"Zemědělství, lesnictví a rybářství",15773
Středočeský kraj,2019,Zpracovatelský průmysl,164426
Středočeský kraj,2019,Zásob. vodou; činnosti souvis. s odpady,6882
Středočeský kraj,2019,Činnosti v oblasti nemovitostí,6845
Středočeský kraj,2020,Administrativní a podpůrné činnosti,21107
Středočeský kraj,2020,Doprava a skladování,55966
Středočeský kraj,2020,Informační a komunikační činnosti,25679
Středočeský kraj,2020,"Kulturní, zábavní a rekreační činnosti",14152
Středočeský kraj,2020,Ostatní činnosti,16457
Středočeský kraj,2020,Peněžnictví a pojišťovnictví,15108
Středočeský kraj,2020,"Profesní, vědecké a technické činnosti",35853
Středočeský kraj,2020,Stavebnictví,54920
Středočeský kraj,2020,Těžba a dobývání,734
Středočeský kraj,2020,"Ubytování, stravování a pohostinství",23699
Středočeský kraj,2020,Velkoobchod a maloob.; opr. mot. vozidel,86737
Středočeský kraj,2020,Veřejná správa a obrana; pov. soc. zabezp.,51902
Středočeský kraj,2020,Vzdělávání,43684
Středočeský kraj,2020,"Výroba a rozvod elektřiny, plynu, tepla",6140
Středočeský kraj,2020,Zdravotní a sociální péče,47018
Středočeský kraj,2020,"Zemědělství, lesnictví a rybářství",17020
Středočeský kraj,2020,Zpracovatelský průmysl,161186
Středočeský kraj,2020,Zásob. vodou; činnosti souvis. s odpady,7848
Středočeský kraj,2020,Činnosti v oblasti nemovitostí,5463
Středočeský kraj,2021,Administrativní a podpůrné činnosti,13466
Středočeský kraj,2021,Doprava a skladování,55960
Středočeský kraj,2021,Informační a komunikační činnosti,28030
Středočeský kraj,2021,"Kulturní, zábavní a rekreační činnosti",13156
Středočeský kraj,2021,Ostatní činnosti,17687
Středočeský kraj,2021,Peněžnictví a pojišťovnictví,18577
Středočeský kraj,2021,"Profesní, vědecké a technické činnosti",38861
Středočeský kraj,2021,Stavebnictví,56605
Středočeský kraj,2021,Těžba a dobývání,1675
Středočeský kraj,2021,"Ubytování, stravování a pohostinství",22257
Středočeský kraj,2021,Velkoobchod a maloob.; opr. mot. vozidel,85053
Středočeský kraj,2021,Veřejná správa a obrana; pov. soc. zabezp.,49311
Středočeský kraj,2021,Vzdělávání,46613
Středočeský kraj,2021,"Výroba a rozvod elektřiny, plynu, tepla",6025
Středočeský kraj,2021,Zdravotní a sociální péče,43833
Středočeský kraj,2021,"Zemědělství, lesnictví a rybářství",18325
Středočeský kraj,2021,Zpracovatelský průmysl,158210
Středočeský kraj,2021,Zásob. vodou; činnosti souvis. s odpady,8911
Středočeský kraj,2021,Činnosti v oblasti nemovitostí,6895
Středočeský kraj,2022,Administrativní a podpůrné činnosti,16727
Středočeský kraj,2022,Doprava a skladování,58794
Středočeský kraj,2022,Informační a komunikační činnosti,27542
Středočeský kraj,2022,"Kulturní, zábavní a rekreační činnosti",10648
Středočeský kraj,2022,Ostatní činnosti,13878
Středočeský kraj,2022,Peněžnictví a pojišťovnictví,17247
Středočeský kraj,2022,"Profesní, vědecké a technické činnosti",37668
Středočeský kraj,2022,Stavebnictví,61287
Středočeský kraj,2022,Těžba a dobývání,1270
Středočeský kraj,2022,"Ubytování, stravování a pohostinství",25075
Středočeský kraj,2022,Velkoobchod a maloob.; opr. mot. vozidel,85655
Středočeský kraj,2022,Veřejná správa a obrana; pov. soc. zabezp.,46413
Středočeský kraj,2022,Vzdělávání,49562
Středočeský kraj,2022,"Výroba a rozvod elektřiny, plynu, tepla",6675
Středočeský kraj,2022,Zdravotní a sociální péče,50273
Středočeský kraj,2022,"Zemědělství, lesnictví a rybářství",15559
Středočeský kraj,2022,Zpracovatelský průmysl,153193
Středočeský kraj,2022,Zásob. vodou; činnosti souvis. s odpady,6833
Středočeský kraj,2022,Činnosti v oblasti nemovitostí,5473
Středočeský kraj,2023,Administrativní a podpůrné činnosti,16430
Středočeský kraj,2023,Doprava a skladování,57394
Středočeský kraj,2023,Informační a komunikační činnosti,24579
Středočeský kraj,2023,"Kulturní, zábavní a rekreační činnosti",10632
Středočeský kraj,2023,Ostatní činnosti,13296
Středočeský kraj,2023,Peněžnictví a pojišťovnictví,17973
Středočeský kraj,2023,"Profesní, vědecké a technické činnosti",34719
Středočeský kraj,2023,Stavebnictví,58639
Středočeský kraj,2023,Těžba a dobývání,1346
Středočeský kraj,2023,"Ubytování, stravování a pohostinství",23346
Středočeský kraj,2023,Velkoobchod a maloob.; opr. mot. vozidel,85360
Středočeský kraj,2023,Veřejná správa a obrana; pov. soc. zabezp.,45840
Středočeský kraj,2023,Vzdělávání,48836
Středočeský kraj,2023,"Výroba a rozvod elektřiny, plynu, tepla",5854
Středočeský kraj,2023,Zdravotní a sociální péče,44174
Středočeský kraj,2023,"Zemědělství, lesnictví a rybářství",18105
Středočeský kraj,2023,Zpracovatelský průmysl,147449
Středočeský kraj,2023,Zásob. vodou; činnosti souvis. s odpady,7401
Středočeský kraj,2023,Činnosti v oblasti nemovitostí,5233
Středočeský kraj,2024,Administrativní a podpůrné činnosti,15610
Středočeský kraj,2024,Doprava a skladování,56762
Středočeský kraj,2024,Informační a komunikační činnosti,23632
Středočeský kraj,2024,"Kulturní, zábavní a rekreační činnosti",11422
Středočeský kraj,2024,Ostatní činnosti,13570
Středočeský kraj,2024,Peněžnictví a pojišťovnictví,19495
Středočeský kraj,2024,"Profesní, vědecké a technické činnosti",33297
Středočeský kraj,2024,Stavebnictví,61698
Středočeský kraj,2024,Těžba a dobývání,1137
Středočeský kraj,2024,"Ubytování, stravování a pohostinství",20582
Středočeský kraj,2024,Velkoobchod a maloob.; opr. mot. vozidel,90906
Středočeský kraj,2024,Veřejná správa a obrana; pov. soc. zabezp.,50734
Středočeský kraj,2024,Vzdělávání,46727
Středočeský kraj,2024,"Výroba a rozvod elektřiny, plynu, tepla",4451
Středočeský kraj,2024,Zdravotní a sociální péče,44861
Středočeský kraj,2024,"Zemědělství, lesnictví a rybářství",20559
Středočeský kraj,2024,Zpracovatelský průmysl,165406
Středočeský kraj,2024,Zásob. vodou; činnosti souvis. s odpady,8183
Středočeský kraj,2024,Činnosti v oblasti nemovitostí,5377
Vysočina,1993,Administrativní a podpůrné činnosti,3758
Vysočina,1993,Doprava a skladování,11006
